%time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609046843175840378,0,1609046843175840378,5.264695391392234e-02,2.376585859500396e-04,-5.569093822281794e-02,-3.436464929908185e-05,-3.612203066252688e-05,5.008791954157931e-05,9.999999975027323e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046843278624535,0,1609046843278624535,5.178375366204161e-02,-7.851784469263940e-04,-5.602917708835927e-02,-3.143427495736366e-05,-5.664875093060694e-05,5.799834755724652e-05,9.999999962194959e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046843381756306,0,1609046843381756306,5.112932450432404e-02,-9.781311292069339e-04,-5.552881063214825e-02,-6.566475410081592e-06,2.476843386961836e-05,4.003153115734874e-05,9.999999988704384e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046843487361670,0,1609046843487361670,5.161280186670235e-02,-1.559943696091911e-03,-5.556205685748365e-02,9.030313314285044e-06,-3.612806404285683e-05,9.058215380138364e-05,9.999999952040420e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046843588029861,0,1609046843588029861,5.254119717782348e-02,-1.473424156989271e-03,-5.575321010589092e-02,2.952930672330354e-05,-9.121902585364661e-06,2.726174821880000e-05,9.999999991508006e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046843658412218,0,1609046843658412218,5.411219772234811e-02,-1.689531372253815e-03,-5.431816332445508e-02,1.083465814769271e-04,-4.210642817018170e-05,-1.721223391471064e-05,9.999999930958994e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046843760026217,0,1609046843760026217,5.475964154722444e-02,-1.428465956152201e-03,-5.318266878910190e-02,1.250401423087176e-04,4.469830943408837e-06,-4.975715380488809e-05,9.999999909346009e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046843863223553,0,1609046843863223553,5.501231007168454e-02,-1.888265609866089e-03,-5.306881345125610e-02,1.098453521072431e-04,1.224167329249849e-05,-2.873808412779828e-05,9.999999934791274e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046843966169119,0,1609046843966169119,5.347860937008894e-02,-1.082625523072694e-04,-5.269243371533665e-02,3.472062648793817e-05,6.288196903348674e-05,-3.119600918503178e-05,9.999999969335689e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046844070662975,0,1609046844070662975,5.347625217669563e-02,-8.724394789697648e-04,-5.378608738431877e-02,1.521901400011167e-05,2.300512767470100e-06,2.813357152562487e-05,9.999999994857918e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046844172169924,0,1609046844172169924,5.484330776970640e-02,-9.601853989246291e-04,-5.487241984624651e-02,-1.170612196199144e-05,-3.055857108726664e-06,2.708122841721436e-05,9.999999995601132e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046844275423527,0,1609046844275423527,5.427469937135177e-02,-8.847620378980047e-04,-5.564969470353689e-02,-1.702800382513898e-05,-3.040552753838102e-05,4.672444165942668e-05,9.999999983011838e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046844379085064,0,1609046844379085064,5.358194550040062e-02,-9.432870707740037e-04,-5.614146199893782e-02,-2.083200478958730e-05,-3.822598219880325e-05,8.315465525302629e-05,9.999999955950468e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046844481601238,0,1609046844481601238,5.321818137661359e-02,-1.581735027585108e-03,-5.633343348295368e-02,-2.331139422035508e-05,-2.117795482126365e-05,4.863641660191966e-05,9.999999983212806e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046844584856272,0,1609046844584856272,5.272307700973167e-02,-1.768705981394158e-03,-5.613599835043034e-02,-1.145541436665768e-05,-1.998211551981252e-05,4.666825433061943e-05,9.999999986457758e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046844687772274,0,1609046844687772274,5.156286931675178e-02,-2.069013569311502e-03,-5.619843591201908e-02,1.512340815532196e-05,-4.697384479965419e-05,6.540178068966792e-05,9.999999966436683e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046844758312464,0,1609046844758312464,5.334209935998996e-02,-1.872047474610431e-03,-5.445232098123628e-02,1.157900009763243e-04,-3.455857067589170e-05,-4.492112103792414e-05,9.999999916902312e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046844860647440,0,1609046844860647440,5.420496501174657e-02,-1.470505830382066e-03,-5.335892836039989e-02,1.045857715269413e-04,9.075341346875528e-06,-1.873148504009975e-05,9.999999943142880e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046844963257551,0,1609046844963257551,5.474172407850030e-02,-9.551521160584265e-04,-5.319594086370356e-02,9.536801815630776e-05,1.988588042108366e-05,-1.548021920073885e-05,9.999999951349230e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046845065904617,0,1609046845065904617,5.589037085063461e-02,-4.024539656564078e-04,-5.354725713148346e-02,6.485968886581053e-05,1.047032380551972e-05,-6.846222832408785e-06,9.999999978183564e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046845174023867,0,1609046845174023867,5.422128114770813e-02,-3.846163424307714e-04,-5.473238159392703e-02,-1.434699925544670e-05,-1.752290534815198e-05,5.825693084647385e-05,9.999999980466153e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046845277354479,0,1609046845277354479,5.304829572178631e-02,-1.519295483773897e-03,-5.561425623697826e-02,3.486438583071267e-06,-2.296993820862368e-05,5.745030379350846e-05,9.999999980798394e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046845380211353,0,1609046845380211353,5.186755826832511e-02,-1.089694223506356e-03,-5.590124711415366e-02,-8.087067828055810e-06,-8.615791679390983e-06,4.996488264052449e-05,9.999999986819345e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046845483145952,0,1609046845483145952,5.132756437366552e-02,-3.844977889601730e-04,-5.614174783834244e-02,-3.483238339715700e-05,-5.517786636253454e-05,6.199756137983648e-05,9.999999959492006e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046845586442709,0,1609046845586442709,5.181694721764240e-02,-9.438404169117571e-04,-5.637480316714587e-02,-1.724487086826792e-05,-5.936926557498986e-05,9.036627886337770e-05,9.999999940059155e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046845658514977,0,1609046845658514977,5.266136307565631e-02,-2.329343103669914e-04,-5.464601650180032e-02,1.055354507730529e-04,-3.152376180507944e-05,-4.087895087922450e-05,9.999999930987110e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046845758440495,0,1609046845758440495,5.300136724385325e-02,-1.068779733172204e-03,-5.387800074442609e-02,9.378724922986938e-05,-9.441374568119170e-05,3.433453076962524e-06,9.999999911390985e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046845861298800,0,1609046845861298800,5.423351347604950e-02,-7.042623646290180e-04,-5.333465167548000e-02,8.800587260205507e-05,-1.872518958544254e-06,-2.956253515581523e-05,9.999999956887525e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046845964244843,0,1609046845964244843,5.412484261268342e-02,-1.199721420097307e-03,-5.354366595311746e-02,7.243996236371746e-05,-1.010522190793997e-06,-2.792858493540572e-06,9.999999973718089e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046846067192793,0,1609046846067192793,5.317249952475561e-02,-2.226407517619013e-05,-5.453641479241707e-02,5.016709524243413e-05,-2.336204901230177e-05,-1.183134224900214e-05,9.999999983987422e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046846170855761,0,1609046846170855761,5.230411348976781e-02,7.192350899330026e-05,-5.497559723767250e-02,7.091946127474467e-08,-2.617210537536174e-05,3.227295032263910e-05,9.999999991367300e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046846274229050,0,1609046846274229050,5.200431062321664e-02,-2.702286938072082e-04,-5.515985945502924e-02,-5.184056178068217e-06,-3.416517420843944e-05,5.233655062551506e-05,9.999999980333696e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046846376694441,0,1609046846376694441,5.235690905917265e-02,-5.956946091163824e-05,-5.525492591151934e-02,3.694144914988754e-06,-2.197806435959339e-05,4.372139565702011e-05,9.999999987958715e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046846480019569,0,1609046846480019569,5.249091512388641e-02,-2.262918251784945e-04,-5.579304675525633e-02,-3.855427791074999e-05,-5.345475319234270e-05,4.694847720901747e-05,9.999999967259914e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046846583491564,0,1609046846583491564,5.296558441793780e-02,-1.594582673266138e-04,-5.632210667443970e-02,1.975894152807809e-06,-3.299046216592214e-05,8.421613103271735e-05,9.999999959076764e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046846686410904,0,1609046846686410904,5.383355381147822e-02,-9.991367476298229e-04,-5.633753682659842e-02,3.383311035288667e-07,-4.716855169239482e-05,5.562409865733123e-05,9.999999973404777e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046846759308338,0,1609046846759308338,5.491286479255411e-02,-6.797125233880488e-04,-5.453009783282008e-02,9.873209159227406e-05,-3.580305399301520e-05,-4.145257390652968e-05,9.999999936258906e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046846858403921,0,1609046846858403921,5.450304983487859e-02,-1.133140323573510e-03,-5.313835761814062e-02,1.252090114289644e-04,-2.262592242405886e-05,-3.250336290248731e-05,9.999999913771422e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046846961603165,0,1609046846961603165,5.499820319781227e-02,-1.075711473532669e-03,-5.272943283210642e-02,9.520150114228289e-05,2.013095903874029e-06,-3.806972438149994e-05,9.999999947416492e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046847069716930,0,1609046847069716930,5.364345437911238e-02,-8.901822653089622e-04,-5.386089751501371e-02,9.714299081767482e-06,-9.882898256216034e-06,4.893465603120770e-05,9.999999987066698e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046847170714855,0,1609046847170714855,5.305102718736637e-02,-1.699935273317862e-03,-5.462903870257221e-02,-8.927024241699501e-07,-2.591017797563957e-05,4.523423052653295e-05,9.999999986408543e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046847274155617,0,1609046847274155617,5.234212190346165e-02,-1.123008020767154e-03,-5.523046765147179e-02,-4.878314513653111e-06,-2.002883435492796e-05,3.390613205350224e-05,9.999999992126998e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046847378314972,0,1609046847378314972,5.204515644885795e-02,-1.956175041800471e-04,-5.562603458468300e-02,-2.775200921715915e-05,-3.817692631807537e-05,5.283304803568475e-05,9.999999974904966e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046847480145454,0,1609046847480145454,5.160663624140426e-02,-1.044809028516670e-03,-5.601502213497944e-02,-8.564626441897228e-06,-3.758566722035939e-05,4.767784780400260e-05,9.999999981203812e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046847583336353,0,1609046847583336353,5.136413762488692e-02,-1.787763369068723e-03,-5.613828424561101e-02,-8.268228255542462e-06,-2.886694000799479e-05,4.581824013489100e-05,9.999999984994996e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046847686158419,0,1609046847686158419,5.075317372915322e-02,-1.563174747439558e-03,-5.587208882466308e-02,1.800589246329368e-05,-3.723539542989594e-05,4.637561010949692e-05,9.999999980692948e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046847758221149,0,1609046847758221149,5.284800822559249e-02,-1.294971954133986e-03,-5.425845420484663e-02,1.222090684114783e-04,-3.379660771828798e-05,-4.251856734127420e-05,9.999999910574385e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046847858078003,0,1609046847858078003,5.354651888873395e-02,-1.176599051864019e-03,-5.287128106459985e-02,1.200186392482964e-04,1.409543677181998e-05,-5.319711136377311e-05,9.999999912834421e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046847961865902,0,1609046847961865902,5.505720248558851e-02,-8.523647442016111e-04,-5.282862959711958e-02,8.818960418835995e-05,1.202740010695549e-05,-3.379290067823971e-05,9.999999954679736e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046848064332724,0,1609046848064332724,5.462188471269794e-02,1.531355551487149e-04,-5.355509996775801e-02,6.932897743499039e-05,-1.708928069088554e-05,1.950944303412050e-05,9.999999972604022e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046848167727947,0,1609046848167727947,5.400203231434116e-02,3.290836849868793e-04,-5.440290990715053e-02,3.411615268111180e-05,-1.794023396860978e-05,1.340032493576218e-05,9.999999991673206e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046848271268606,0,1609046848271268606,5.285555687492934e-02,-6.986947208342131e-05,-5.503942900185392e-02,3.514924688423666e-06,-2.591801713308516e-05,2.941850771005670e-05,9.999999992252130e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046848383186102,0,1609046848383186102,5.124002670363664e-02,-1.088880752112007e-03,-5.605110223441433e-02,-2.787495230652172e-05,-4.341305159271893e-05,6.382450826615162e-05,9.999999966323485e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046848486393929,0,1609046848486393929,5.071985338527164e-02,-1.588943304371804e-03,-5.646096078701444e-02,9.819789997648362e-06,-4.636483999696149e-05,5.465528814512850e-05,9.999999973833222e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046848587438822,0,1609046848587438822,5.018104744936593e-02,-1.988188633750994e-03,-5.632650268017757e-02,1.238297418861403e-05,-5.379565616622511e-05,5.669155252386080e-05,9.999999968693631e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046848658236504,0,1609046848658236504,5.175679992493474e-02,-1.780344272098369e-03,-5.474747180686067e-02,1.061402354129297e-04,-3.434162406318115e-05,-2.588939889652784e-05,9.999999934423054e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046848759495735,0,1609046848759495735,5.316398280823370e-02,-1.959230607081764e-03,-5.326444757173331e-02,1.148708862328135e-04,3.682515752562434e-06,-3.367183753023261e-05,9.999999928286463e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046848864162207,0,1609046848864162207,5.571496388451944e-02,-4.099510677503037e-03,-5.311246222249472e-02,4.177247793048870e-05,-2.141645739541225e-05,1.807863345493697e-04,9.999999825563312e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046848967603207,0,1609046848967603207,5.509513427859228e-02,-3.331252092391884e-03,-5.385123860905044e-02,4.136784159579661e-05,-9.374763029237313e-06,3.899042426611283e-05,9.999999983402639e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046849069035292,0,1609046849069035292,5.390182522972640e-02,-1.585120050427708e-03,-5.448622467076009e-02,3.060890722129685e-05,-2.251655710389483e-05,2.369502527486566e-05,9.999999989973046e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046849172136307,0,1609046849172136307,5.281890463478966e-02,-5.823466563592257e-04,-5.531299459286550e-02,-2.643278404851117e-05,-3.284668919053628e-05,3.765121317279273e-05,9.999999984023757e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046849275303841,0,1609046849275303841,5.196156484970521e-02,-4.103504870359080e-04,-5.578312423536264e-02,-2.378231569674952e-05,-3.499851542328695e-05,5.926418862967904e-05,9.999999973486119e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046849378947735,0,1609046849378947735,5.112197992362727e-02,-2.498465012222009e-04,-5.598236944638867e-02,-2.867287574914640e-05,-5.290342078951639e-05,5.245926587043240e-05,9.999999968135405e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046849481368542,0,1609046849481368542,5.113150727078401e-02,-5.465366480370003e-04,-5.616615908573728e-02,2.949681286622696e-06,-3.668528283831647e-05,3.938776085770740e-05,9.999999985470275e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046849584986925,0,1609046849584986925,5.154169734791671e-02,-1.889198053480269e-03,-5.628464418564833e-02,-1.290453161924043e-05,-5.909583190585483e-05,7.674302676425181e-05,9.999999952258122e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046849687537670,0,1609046849687537670,5.119443288322972e-02,-2.390637833479181e-03,-5.633119363355409e-02,1.504620162630746e-05,-3.801932888701632e-05,5.921618332152723e-05,9.999999974107735e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046849757745266,0,1609046849757745266,5.302868450317873e-02,-2.914218776351110e-03,-5.476898629726653e-02,1.162932597577391e-04,-6.127935562128784e-05,1.451060861156111e-06,9.999999913592869e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046849859884024,0,1609046849859884024,5.398015290038968e-02,-2.407341542819102e-03,-5.359863728298070e-02,1.209760221749788e-04,-1.662686552409637e-05,-2.343832461465973e-05,9.999999922694778e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046849962706566,0,1609046849962706566,5.449063448760521e-02,-2.034772989875157e-03,-5.325964322142062e-02,8.363239118922607e-05,-4.541971540151484e-06,-2.569813447346209e-05,9.999999961622794e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046850065708160,0,1609046850065708160,5.457064795129623e-02,-1.610634667497657e-03,-5.361104323866918e-02,4.827751420338573e-05,1.305861426944304e-05,1.238014190026959e-05,9.999999986727226e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046850168914557,0,1609046850168914557,5.362584011979151e-02,-1.512839595814759e-03,-5.434585115163374e-02,1.979204800588609e-05,-1.619791376913895e-05,3.456634491304278e-05,9.999999990755140e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
