%time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w
1609046846294390110,0,1609046846294390110,1.919057453051209e-03,-3.729746676981449e-03,5.181479500606656e-04,1.032535955309868e-01,-9.943110942840576e-01,1.106759009417146e-04,2.615831233561039e-02
1609046846391894695,0,1609046846391894695,1.588627463206649e-03,-3.584217745810747e-03,8.628181531094015e-04,1.032491698861122e-01,-9.943112730979919e-01,9.749380842549726e-05,2.616773359477520e-02
1609046846494410718,0,1609046846494410718,2.415198832750320e-03,-2.538892906159163e-03,1.016520080156624e-03,1.032544597983360e-01,-9.943115115165710e-01,4.346755304140970e-05,2.613685466349125e-02
1609046846605766700,0,1609046846605766700,1.167689915746450e-03,-3.999245353043079e-03,1.255378825590014e-03,1.032059192657471e-01,-9.943156242370605e-01,9.011461224872619e-05,2.617245726287365e-02
1609046846700790681,0,1609046846700790681,1.036366098560393e-03,-4.524588584899902e-03,1.254162052646279e-03,1.031553000211716e-01,-9.943212866783142e-01,5.586436913063153e-08,2.615827135741711e-02
1609046846783388896,0,1609046846783388896,-1.628941390663385e-05,-5.017714109271765e-03,8.795996545813978e-04,1.031262800097466e-01,-9.943240880966187e-01,-5.877013609278947e-05,2.616676315665245e-02
1609046846880830331,0,1609046846880830331,-4.655623051803559e-04,-4.427867475897074e-03,3.826087922789156e-04,1.031678467988968e-01,-9.943206310272217e-01,-1.028597580443602e-05,2.613277733325958e-02
1609046846980618833,0,1609046846980618833,-1.252185320481658e-04,-3.269802778959274e-03,2.345108514418826e-04,1.032019257545471e-01,-9.943175315856934e-01,1.537100979476236e-05,2.611556276679039e-02
1609046847093277005,0,1609046847093277005,5.794161115773022e-04,-2.669790294021368e-03,6.424033781513572e-04,1.032467335462570e-01,-9.943111538887024e-01,1.127363648265600e-04,2.618096210062504e-02
1609046847190438231,0,1609046847190559859,4.851768153457670e-06,-3.175916848704219e-03,6.104515632614493e-04,1.032184436917305e-01,-9.943150281906128e-01,4.042202999698929e-05,2.614541724324226e-02
1609046847294520523,0,1609046847294520523,1.351622981019318e-03,-3.357752459123731e-03,8.705068030394614e-04,1.032315343618393e-01,-9.943141937255859e-01,7.398836169159040e-05,2.612700872123241e-02
1609046847401994480,0,1609046847401994480,3.740413812920451e-04,-3.911511972546577e-03,1.045050215907395e-03,1.032234281301498e-01,-9.943139553070068e-01,1.234643714269623e-04,2.616740204393864e-02
1609046847499606936,0,1609046847499606936,5.384476389735937e-05,-3.388294950127602e-03,7.927172118797898e-04,1.032078638672829e-01,-9.943156242370605e-01,4.376529614091851e-05,2.616572193801403e-02
1609046847606743554,0,1609046847606743554,8.420351077802479e-04,-3.902012715116143e-03,9.585821535438299e-04,1.032305955886841e-01,-9.943135976791382e-01,3.612279033404775e-05,2.615405060350895e-02
1609046847704030389,0,1609046847704030389,1.472721109166741e-03,-4.324188455939293e-03,8.959742262959480e-04,1.031721308827400e-01,-9.943196177482605e-01,2.513842810003553e-05,2.615448273718357e-02
1609046847780865121,0,1609046847780865121,1.456916448660195e-03,-3.709282493218780e-03,7.305301260203123e-04,1.031386554241180e-01,-9.943227767944336e-01,-6.151578418212011e-05,2.616760693490505e-02
1609046847878423906,0,1609046847878423906,1.390732475556433e-03,-2.831914462149143e-03,4.973632749170065e-04,1.031776890158653e-01,-9.943183660507202e-01,2.258433960378170e-05,2.618000097572803e-02
1609046847976270534,0,1609046847976270534,7.957487832754850e-04,-2.110514789819717e-03,4.632339114323258e-04,1.032084748148918e-01,-9.943154454231262e-01,6.402716098818928e-05,2.616953104734421e-02
1609046848088040726,0,1609046848088040726,7.101190858520567e-04,-1.973093720152974e-03,5.398829234763980e-04,1.032243147492409e-01,-9.943132996559143e-01,1.390587276546285e-04,2.618752606213093e-02
1609046848190438726,0,1609046848190438726,1.034709508530796e-03,-1.379277091473341e-03,8.979290723800659e-04,1.032597646117210e-01,-9.943101406097412e-01,1.584994024597108e-04,2.616810239851475e-02
1609046848291998686,0,1609046848291998686,1.450834795832634e-03,-1.443611690774560e-03,7.860475452616811e-04,1.032857745885849e-01,-9.943076968193054e-01,1.438260951545089e-04,2.615755982697010e-02
1609046848406065154,0,1609046848406065154,1.050530700013041e-03,-2.691582310944796e-03,8.804610697552562e-04,1.032382622361183e-01,-9.943131804466248e-01,1.023957520374097e-04,2.613660693168640e-02
1609046848509962882,0,1609046848509962882,7.252123323269188e-04,-3.581301309168339e-03,1.018995768390596e-03,1.031671911478043e-01,-9.943209886550903e-01,3.061217648792081e-05,2.612251415848732e-02
1609046848607700061,0,1609046848607700061,1.231841393746436e-03,-3.437990322709084e-03,1.098587643355131e-03,1.031669452786446e-01,-9.943207502365112e-01,9.301695172325708e-06,2.613263763487339e-02
1609046848679075314,0,1609046848679075314,5.001155659556389e-04,-3.192172618582845e-03,8.880780078470707e-04,1.031110659241676e-01,-9.943265914916992e-01,-1.132588440668769e-04,2.613001130521297e-02
1609046848776127848,0,1609046848776127848,-4.153774352744222e-05,-3.005668986588717e-03,4.588616429828107e-04,1.031905859708786e-01,-9.943179488182068e-01,1.124774007621454e-05,2.614618279039860e-02
1609046848884400726,0,1609046848884400726,-2.901555562857538e-04,-2.873852150514722e-03,4.562895046547055e-04,1.032348424196243e-01,-9.943125247955322e-01,1.283862948184833e-04,2.617648057639599e-02
1609046848988765006,0,1609046848988765006,4.054722667206079e-04,-1.772078918293118e-03,3.139790787827224e-04,1.032698974013329e-01,-9.943085908889771e-01,1.492032024543732e-04,2.618697844445705e-02
1609046849091333776,0,1609046849091333776,1.139801461249590e-04,-1.342435600236058e-03,6.228982820175588e-04,1.032697036862373e-01,-9.943087697029114e-01,1.491602597525343e-04,2.618240937590599e-02
1609046849193788390,0,1609046849193788390,-1.164969871751964e-03,-2.309252740815282e-03,5.589930806308985e-04,1.032579913735390e-01,-9.943104982376099e-01,1.150021853391081e-04,2.616142854094505e-02
1609046849295714012,0,1609046849295714012,6.510585080832243e-05,-1.315826317295432e-03,8.886097930371761e-04,1.032527536153793e-01,-9.943116307258606e-01,4.235470987623557e-05,2.613848447799683e-02
1609046849397740852,0,1609046849397740852,9.436116088181734e-04,-1.140000065788627e-03,1.030595973134041e-03,1.032593846321106e-01,-9.943104982376099e-01,3.212246156181209e-05,2.615823037922382e-02
1609046849504755933,0,1609046849504755933,2.582882298156619e-04,-1.657760352827609e-03,1.141121028922498e-03,1.032555922865868e-01,-9.943104386329651e-01,6.316405051620677e-05,2.617408521473408e-02
1609046849608542328,0,1609046849608542328,1.277474220842123e-04,-1.892260508611798e-03,9.084104094654322e-04,1.032022833824158e-01,-9.943173527717590e-01,-5.754972153226845e-05,2.612200751900673e-02
1609046849707689372,0,1609046849707689372,3.039409639313817e-04,-2.642887411639094e-03,1.128565985709429e-03,1.031364575028419e-01,-9.943238496780396e-01,-1.163947817985900e-04,2.613358385860920e-02
1609046849779201456,0,1609046849779201456,7.781754829920828e-04,-2.318313345313072e-03,9.135518921539187e-04,1.031110286712646e-01,-9.943263530731201e-01,-1.952648453880101e-04,2.614036388695240e-02
1609046849881249832,0,1609046849881249832,1.109259901568294e-04,-2.479854505509138e-03,5.596582777798176e-04,1.031710281968117e-01,-9.943202733993530e-01,-4.718429772765376e-05,2.613469585776329e-02
1609046849983538048,0,1609046849983538048,-4.394692077767104e-04,-1.977299340069294e-03,6.497802678495646e-04,1.032312214374542e-01,-9.943130612373352e-01,5.200050509301946e-05,2.617046050727367e-02
1609046850085525792,0,1609046850085525792,-1.713284989818931e-03,-1.776766846887767e-03,9.210214484483004e-04,1.032336205244064e-01,-9.943131804466248e-01,8.269143290817738e-05,2.615516446530819e-02
1609046850182564753,0,1609046850182564753,-5.852096946910024e-04,-3.010805230587721e-04,1.069680671207607e-03,1.032636314630508e-01,-9.943103194236755e-01,4.070635986863635e-05,2.614634484052658e-02
1609046850289551743,0,1609046850289551743,-6.367324385792017e-04,-4.562861286103725e-04,1.348705496639013e-03,1.032538786530495e-01,-9.943123459815979e-01,5.000694727641530e-05,2.610777132213116e-02
1609046850397050622,0,1609046850397050622,5.876953946426511e-04,-4.463429795578122e-04,1.592564629390836e-03,1.032541766762733e-01,-9.943116307258606e-01,1.071299266186543e-04,2.613526023924351e-02
1609046850499211748,0,1609046850499211748,-1.833746209740639e-04,-8.873457554727793e-04,1.307067926973104e-03,1.032128781080246e-01,-9.943153262138367e-01,1.047523401211947e-04,2.615762315690517e-02
1609046850595997473,0,1609046850595997473,-1.720949076116085e-04,-8.851771708577871e-04,1.192094292491674e-03,1.031708642840385e-01,-9.943194985389709e-01,7.328194897127105e-06,2.616498619318008e-02
1609046850708181208,0,1609046850708181208,-1.729680370772257e-04,-1.422903616912663e-03,1.320446026511490e-03,1.031787097454071e-01,-9.943192601203918e-01,2.782913043120061e-06,2.614152245223522e-02
1609046850805015231,0,1609046850805015231,7.798784063197672e-04,-1.946329022757709e-03,1.268785097636282e-03,1.031397432088852e-01,-9.943242073059082e-01,-1.147890579886734e-04,2.610895037651062e-02
1609046850881397543,0,1609046850881397543,1.130100106820464e-03,-1.446877722628415e-03,1.007547718472779e-03,1.031493470072746e-01,-9.943227171897888e-01,-1.706478360574692e-04,2.612520940601826e-02
1609046850983351833,0,1609046850983351833,5.701922345906496e-04,-1.426547649316490e-03,4.201110568828881e-04,1.032194122672081e-01,-9.943153262138367e-01,-1.764702392392792e-05,2.613282762467861e-02
1609046851085280451,0,1609046851085280451,1.164285931736231e-03,-5.430786404758692e-04,3.430586366448551e-04,1.032505407929420e-01,-9.943107366561890e-01,4.533261744654737e-05,2.618398331105709e-02
1609046851188270958,0,1609046851188270958,1.047506928443909e-03,-2.087272005155683e-04,2.572216326370835e-04,1.032590270042419e-01,-9.943103194236755e-01,2.035074066952802e-05,2.616569213569164e-02
1609046851290044158,0,1609046851290044158,2.183125587180257e-03,-1.950550358742476e-05,6.305337301455438e-04,1.032820418477058e-01,-9.943076372146606e-01,5.857845462742262e-05,2.617617510259151e-02
1609046851386583348,0,1609046851386583348,7.502957014366984e-04,-2.419983502477407e-05,9.773648343980312e-04,1.032715961337090e-01,-9.943099021911621e-01,7.313084643101320e-05,2.613192237913609e-02
1609046851493428058,0,1609046851493428058,-1.092832186259329e-03,-4.790482344105840e-04,1.278887502849102e-03,1.032615154981613e-01,-9.943100810050964e-01,1.120650267694145e-04,2.616660483181477e-02
1609046851600517538,0,1609046851600517538,1.425946829840541e-04,-7.075653411448002e-04,1.030678628012538e-03,1.032595261931419e-01,-9.943100810050964e-01,1.105533665395342e-04,2.617173083126545e-02
1609046851702641970,0,1609046851702641970,6.467785569839180e-04,-6.318307714536786e-04,1.218155259266496e-03,1.032401025295258e-01,-9.943127632141113e-01,3.205054235877469e-05,2.614744007587433e-02
1609046851804798556,0,1609046851804798556,-5.260038306005299e-04,-9.813697542995214e-04,1.192767987959087e-03,1.032086014747620e-01,-9.943164587020874e-01,2.971919911942678e-06,2.613210864365101e-02
1609046851906533778,0,1609046851906533778,-5.019368254579604e-04,-1.341650728136301e-03,1.182685373350978e-03,1.031962782144547e-01,-9.943174719810486e-01,-1.009425250231288e-05,2.614001370966434e-02
1609046851978140158,0,1609046851978140158,-5.067007150501013e-04,-9.983711643144488e-04,8.804529206827283e-04,1.031471490859985e-01,-9.943233728408813e-01,-1.562637626193464e-04,2.611176855862141e-02
1609046852075299126,0,1609046852075299126,-1.281602890230715e-03,-4.230719059705734e-04,8.026736322790384e-04,1.032050624489784e-01,-9.943163990974426e-01,-2.208387741120532e-05,2.614820376038551e-02
1609046852177386881,0,1609046852177386881,-1.073249033652246e-03,5.445819115266204e-04,6.904999027028680e-04,1.032517030835152e-01,-9.943117499351501e-01,1.726357936604472e-06,2.614005655050278e-02
1609046852284314717,0,1609046852284314717,-1.240023877471685e-03,4.796117427758873e-04,9.128918172791600e-04,1.032492965459824e-01,-9.943115711212158e-01,8.394988981308416e-05,2.615586668252945e-02
1609046852391190246,0,1609046852391190246,1.467169495299459e-04,1.203092979267240e-03,1.064932672306895e-03,1.032841727137566e-01,-9.943087100982666e-01,9.353313362225890e-05,2.612605690956116e-02
1609046852488173274,0,1609046852488173274,1.012247521430254e-03,1.409557065926492e-03,1.413231482729316e-03,1.032762750983238e-01,-9.943087697029114e-01,7.043428195174783e-05,2.615586109459400e-02
1609046852595152205,0,1609046852595152205,7.060511270537972e-04,1.342494622804224e-03,1.445390982553363e-03,1.032647043466568e-01,-9.943106174468994e-01,8.768783300183713e-05,2.613145112991333e-02
1609046852697294394,0,1609046852697294394,1.826553489081562e-04,1.088287681341171e-03,1.365000265650451e-03,1.032442972064018e-01,-9.943118095397949e-01,9.728103032102808e-05,2.616469375789165e-02
1609046852804376697,0,1609046852804376697,8.654964622110128e-04,9.224998648278415e-04,1.192043186165392e-03,1.032472178339958e-01,-9.943121075630188e-01,7.434160943375900e-05,2.614227496087551e-02
1609046852907922797,0,1609046852907922797,2.247877418994904e-04,-2.614787663333118e-04,9.753159829415381e-04,1.032196655869484e-01,-9.943144321441650e-01,4.101966624148190e-05,2.616584487259388e-02
1609046853004704409,0,1609046853004704409,7.777044665999711e-04,-6.595245213247836e-04,7.040271302685142e-04,1.031526997685432e-01,-9.943214058876038e-01,-3.747306254808791e-05,2.616194449365139e-02
1609046853081374570,0,1609046853081374570,9.630961576476693e-04,-3.251037560403347e-05,6.016100523993373e-04,1.031386777758598e-01,-9.943239092826843e-01,-1.309450890403241e-04,2.612313069403172e-02
1609046853178163994,0,1609046853178163994,2.768588601611555e-04,1.787310466170311e-04,5.618724389933050e-04,1.032024323940277e-01,-9.943165183067322e-01,-1.870243295343244e-06,2.615413255989552e-02
1609046853285166832,0,1609046853285166832,1.084424671716988e-03,8.270004764199257e-04,3.692911996040493e-04,1.032667532563210e-01,-9.943084716796875e-01,1.320408628089353e-04,2.620545588433743e-02
1609046853387344132,0,1609046853387344132,1.246670377440751e-03,1.396280014887452e-03,8.568654302507639e-04,1.032717227935791e-01,-9.943079948425293e-01,1.196253069792874e-04,2.620361372828484e-02
1609046853489004202,0,1609046853489004202,1.877684029750526e-03,1.522687962278724e-03,1.194251351989806e-03,1.032799556851387e-01,-9.943083524703979e-01,1.042258663801476e-04,2.615868113934994e-02
1609046853590991723,0,1609046853590991723,4.916001344099641e-04,8.225205820053816e-04,1.411362434737384e-03,1.032470539212227e-01,-9.943116307258606e-01,1.058483248925768e-04,2.616203762590885e-02
1609046853698225030,0,1609046853698225030,5.726158269681036e-04,4.581136163324118e-04,1.335272449068725e-03,1.032592207193375e-01,-9.943102598190308e-01,9.590355330146849e-05,2.616618387401104e-02
1609046853800099288,0,1609046853800099288,-2.884154673665762e-05,5.787791451439261e-04,1.686868490651250e-03,1.032519787549973e-01,-9.943109750747681e-01,9.271957242162898e-05,2.616862393915653e-02
1609046853897223819,0,1609046853897223819,6.639389903284609e-04,8.022849215194583e-04,1.625813893042505e-03,1.032244190573692e-01,-9.943130016326904e-01,7.362609903793782e-05,2.619781345129013e-02
1609046854004251106,0,1609046854004251106,5.076709203422070e-04,9.809486073208973e-05,1.544132130220532e-03,1.032262369990349e-01,-9.943140149116516e-01,4.474421439226717e-05,2.615341544151306e-02
1609046854107460251,0,1609046854107460251,6.637136684730649e-04,-2.263545757159591e-04,1.784538617357612e-03,1.032144725322723e-01,-9.943149089813232e-01,1.307978163822554e-05,2.616750635206699e-02
1609046854178753209,0,1609046854178753209,1.226437627337873e-03,6.873083766549826e-04,1.276832190342247e-03,1.031923070549965e-01,-9.943172335624695e-01,-1.031172578223050e-04,2.616408281028271e-02
1609046854280620288,0,1609046854280620288,5.699200555682182e-04,1.417794032022357e-03,4.916350590065122e-04,1.032432317733765e-01,-9.943107962608337e-01,1.838537173171062e-05,2.621090598404408e-02
1609046854383517581,0,1609046854383517581,5.808856803923845e-05,1.742635620757937e-03,3.997537714894861e-04,1.032601222395897e-01,-9.943099021911621e-01,2.906900590460282e-05,2.617639489471912e-02
1609046854480294307,0,1609046854480294307,5.638976581394672e-04,1.918828114867210e-03,8.436886710114777e-04,1.032798662781715e-01,-9.943081736564636e-01,7.195628859335557e-05,2.616418153047562e-02
1609046854587278645,0,1609046854587278645,1.386413932777941e-03,1.685825292952359e-03,6.527919904328883e-04,1.032789647579193e-01,-9.943078756332397e-01,8.180907752830535e-05,2.617910504341125e-02
1609046854695294150,0,1609046854695294150,1.198985148221254e-03,1.158794504590333e-03,5.193666438572109e-04,1.032956019043922e-01,-9.943056702613831e-01,1.432687859050930e-04,2.619825676083565e-02
1609046854797450533,0,1609046854797450533,-2.185755874961615e-04,8.805084507912397e-04,6.147820386104286e-04,1.032545864582062e-01,-9.943103194236755e-01,1.080265210475773e-04,2.618223614990711e-02
1609046854891854461,0,1609046854891854461,4.166639118921012e-04,1.026581157930195e-03,1.024303608573973e-03,1.032188162207603e-01,-9.943143725395203e-01,2.601041887828615e-05,2.616960555315018e-02
1609046855003859910,0,1609046855003859910,1.594436238519847e-03,9.482424939051270e-04,1.341832568868995e-03,1.032590195536613e-01,-9.943109750747681e-01,5.757330291089602e-05,2.613976597785950e-02
1609046855106783743,0,1609046855106783743,2.168542705476284e-03,8.812402375042439e-04,1.372326980344951e-03,1.032388210296631e-01,-9.943135976791382e-01,-8.022347174119204e-06,2.612172998487949e-02
1609046855204001847,0,1609046855204001847,1.261073979549110e-03,3.801622369792312e-04,1.538745709694922e-03,1.031738445162773e-01,-9.943209290504456e-01,-9.364816651213914e-05,2.609690092504025e-02
1609046855279675504,0,1609046855279675504,1.871405867859721e-03,6.148205720819533e-04,1.086599193513393e-03,1.031413599848747e-01,-9.943243265151978e-01,-1.773676776792854e-04,2.609851956367493e-02
1609046855382761917,0,1609046855382761917,2.113925991579890e-03,1.608890597708523e-03,8.567271870560944e-04,1.032359153032303e-01,-9.943131804466248e-01,-1.478746344218962e-05,2.614868804812431e-02
1609046855484622596,0,1609046855484622596,3.263249760493636e-03,2.367185428738594e-03,7.929685525596142e-04,1.032812744379044e-01,-9.943076968193054e-01,7.302788435481489e-05,2.617676369845867e-02
1609046855586870360,0,1609046855586870360,1.918478286825120e-03,1.897340640425682e-03,6.633865996263921e-04,1.032900363206863e-01,-9.943053722381592e-01,1.666986645432189e-04,2.623042277991772e-02
1609046855683627673,0,1609046855683627673,1.730011892504990e-03,2.400907222181559e-03,4.084664979018271e-04,1.032904386520386e-01,-9.943061470985413e-01,1.187725865747780e-04,2.619940415024757e-02
1609046855790688161,0,1609046855790688161,9.244558168575168e-04,1.827521016821265e-03,7.157315267249942e-04,1.032813340425491e-01,-9.943077564239502e-01,1.365880889352411e-04,2.617408894002438e-02
1609046855897716214,0,1609046855897716214,1.574050751514733e-03,1.851191278547049e-03,1.068883459083736e-03,1.032839119434357e-01,-9.943076968193054e-01,1.349071972072124e-04,2.616702765226364e-02
1609046856005442033,0,1609046856005442033,2.887365408241749e-04,1.664420473389328e-03,1.255873823538423e-03,1.032500490546227e-01,-9.943115711212158e-01,1.144762209150940e-04,2.615445107221603e-02
1609046856097946434,0,1609046856097946434,-8.201191085390747e-04,1.190752489492297e-03,1.143433502875268e-03,1.031675264239311e-01,-9.943205714225769e-01,-5.356473047868349e-05,2.613523229956627e-02
1609046856204741000,0,1609046856204741000,-1.371049205772579e-03,-4.344093031249940e-04,1.142328372225165e-03,1.031476855278015e-01,-9.943220615386963e-01,2.042529558821116e-05,2.615673840045929e-02
1609046856306457817,0,1609046856306457817,-1.395412255078554e-04,3.592425491660833e-05,1.511824084445834e-03,1.031622216105461e-01,-9.943211078643799e-01,1.627872916287743e-05,2.613916620612144e-02
1609046856377690118,0,1609046856377690118,1.108982542064041e-05,9.360705153085291e-04,1.448465511202812e-03,1.031284034252167e-01,-9.943248033523560e-01,-1.376152649754658e-04,2.613084949553013e-02
1609046856475210719,0,1609046856475210719,-1.948248245753348e-04,1.369344070553780e-03,1.337216701358557e-03,1.032084375619888e-01,-9.943166971206665e-01,-2.082941682601813e-05,2.612428739666939e-02
1609046856582187861,0,1609046856582187861,3.207992995157838e-05,1.557038398459554e-03,1.318873954005539e-03,1.032578200101852e-01,-9.943104982376099e-01,5.135126411914825e-05,2.616275101900101e-02
1609046856678900709,0,1609046856678900709,5.810758448205888e-04,1.901710638776422e-03,1.151180709712207e-03,1.032906919717789e-01,-9.943076968193054e-01,5.560273712035269e-05,2.613882347941399e-02
1609046856790967292,0,1609046856790967292,6.974405259825289e-04,1.908043632283807e-03,1.126423128880560e-03,1.033280640840530e-01,-9.943035840988159e-01,1.531089947093278e-04,2.614781074225903e-02
1609046856887730624,0,1609046856887730624,1.336657907813787e-03,1.753197051584721e-03,1.107223215512931e-03,1.033009961247444e-01,-9.943067431449890e-01,8.897279622033238e-05,2.613580226898193e-02
1609046856994909085,0,1609046856994909085,1.167977927252650e-03,8.323445217683911e-04,1.558808144181967e-03,1.032737791538239e-01,-9.943090081214905e-01,1.120460728998296e-04,2.615838870406151e-02
1609046857097416002,0,1609046857097416002,6.043863249942660e-04,8.284353534691036e-04,1.356547116301954e-03,1.032473146915436e-01,-9.943113327026367e-01,8.629370131529868e-05,2.617212384939194e-02
1609046857204394835,0,1609046857204394835,6.382787250913680e-04,1.270806533284485e-03,1.108478871174157e-03,1.032497212290764e-01,-9.943115711212158e-01,7.122675015125424e-05,2.615359425544739e-02
1609046857307213750,0,1609046857307213750,3.272516187280416e-05,9.415214299224317e-04,1.210630754940212e-03,1.032241806387901e-01,-9.943150877952576e-01,1.861510099843144e-05,2.612155675888062e-02
1609046857406084875,0,1609046857406084875,-1.329698250629008e-03,-4.013178986497223e-04,1.003109617158771e-03,1.031643375754356e-01,-9.943206906318665e-01,-1.455967958463589e-05,2.614390663802624e-02
1609046857478620493,0,1609046857478620493,-1.134022255428135e-03,4.417861346155405e-04,8.606235496699810e-04,1.031353920698166e-01,-9.943236708641052e-01,-1.234919764101505e-04,2.614590153098106e-02
1609046857581079506,0,1609046857581079506,-9.912578389048576e-04,9.653987945057452e-04,6.578608881682158e-04,1.032126545906067e-01,-9.943149685859680e-01,2.093491502819234e-06,2.616942860186100e-02
1609046857682934958,0,1609046857682934958,-9.565885993652046e-04,9.132400155067444e-04,8.527056197635829e-04,1.032417863607407e-01,-9.943124651908875e-01,4.070375871378928e-05,2.615134231746197e-02
1609046857784818642,0,1609046857784818642,-1.530225621536374e-03,1.759839942678809e-03,7.048454135656357e-04,1.032358780503273e-01,-9.943126440048218e-01,7.468894909834489e-05,2.616810053586960e-02
1609046857887820468,0,1609046857887820468,-4.899958148598671e-04,2.402798738330603e-03,1.274570124223828e-03,1.032541841268539e-01,-9.943108558654785e-01,1.254747476195917e-04,2.616245858371258e-02
1609046857994914700,0,1609046857994914700,3.485755005385727e-04,2.171894535422325e-03,1.540581230074167e-03,1.032852977514267e-01,-9.943078756332397e-01,1.054007007041946e-04,2.615335397422314e-02
1609046858096910327,0,1609046858096910327,-6.023679743520916e-04,1.190811162814498e-03,1.638579531572759e-03,1.032603383064270e-01,-9.943106770515442e-01,9.068466897588223e-05,2.614544145762920e-02
1609046858193692542,0,1609046858193692542,3.714941558428109e-04,8.082609274424613e-04,1.674826606176794e-03,1.032235994935036e-01,-9.943151473999023e-01,-1.690245426289039e-06,2.612063474953175e-02
1609046858295521651,0,1609046858295521651,8.055463549681008e-04,7.512413430958986e-04,1.620833412744105e-03,1.032184436917305e-01,-9.943149089813232e-01,1.735775367706083e-05,2.615001797676086e-02
1609046858402441464,0,1609046858402441464,1.301324344240129e-03,2.275750739499927e-05,2.027669455856085e-03,1.032155454158783e-01,-9.943150281906128e-01,3.445014590397477e-05,2.615905739367008e-02
1609046858504780997,0,1609046858504780997,7.395090069621801e-04,-9.415465756319463e-04,1.584420097060502e-03,1.031601205468178e-01,-9.943208098411560e-01,9.540453902445734e-06,2.615856006741524e-02
1609046858571191523,0,1609046858571191523,1.268531312234700e-03,2.758986083790660e-04,1.272526686079800e-03,1.031645759940147e-01,-9.943204522132874e-01,-8.941981650423259e-05,2.615384012460709e-02
1609046858673094056,0,1609046858673094056,1.480614766478539e-03,1.306482590734959e-03,1.081243273802102e-03,1.032123118638992e-01,-9.943153858184814e-01,6.486900474556023e-06,2.615682780742645e-02
1609046858781916344,0,1609046858781916344,1.177230966277421e-03,1.919767586514354e-03,7.314338581636548e-04,1.032415032386780e-01,-9.943120479583740e-01,4.222999632474966e-05,2.616921626031399e-02
1609046858883841810,0,1609046858883841810,1.294979942031205e-03,2.136053983122110e-03,6.402691942639649e-04,1.032846048474312e-01,-9.943075180053711e-01,1.006374586722814e-04,2.616951800882816e-02
1609046858985662343,0,1609046858985662343,9.526812937110662e-05,2.155788009986281e-03,8.541077258996665e-04,1.032877340912819e-01,-9.943076968193054e-01,1.019844639813527e-04,2.614997886121273e-02
1609046859092741681,0,1609046859092741681,-3.430034557823092e-04,2.272174227982759e-03,1.451177988201380e-03,1.032732054591179e-01,-9.943095445632935e-01,1.015680172713473e-04,2.614001743495464e-02
