%time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w
1609045335456604457,0,1609045335456604457,-1.431516720913351e-03,1.285886391997337e-03,-1.271972432732582e-03,-1.831584870815277e-01,-9.828853011131287e-01,9.337313531432301e-05,1.973483711481094e-02
1609045335551588797,0,1609045335551588797,-3.018424846231937e-03,1.896336907520890e-03,-1.017476664856076e-03,-1.831716448068619e-01,-9.828832745552063e-01,5.815854819957167e-05,1.971428282558918e-02
1609045335655873445,0,1609045335655873445,-3.404888790100813e-03,1.251664012670517e-03,-9.082232136279345e-04,-1.831760555505753e-01,-9.828823208808899e-01,7.913877198006958e-05,1.971961930394173e-02
1609045335764280257,0,1609045335764280257,-3.646645229309797e-03,7.916642935015261e-04,-1.388766337186098e-03,-1.831292659044266e-01,-9.828902482986450e-01,1.480780483689159e-04,1.976092718541622e-02
1609045335872445246,0,1609045335872445246,-3.689932171255350e-03,7.887499523349106e-04,-1.177798025310040e-03,-1.831044852733612e-01,-9.828948974609375e-01,1.278106501558796e-04,1.975734904408455e-02
1609045335961781953,0,1609045335961781953,-3.107870696112514e-03,9.986952645704150e-04,-8.405160624533892e-04,-1.831615269184113e-01,-9.828853011131287e-01,1.901291943795513e-05,1.970903575420380e-02
1609045336033881321,0,1609045336033881321,-2.777323126792908e-03,8.946520392782986e-04,-1.284140045754611e-03,-1.832168549299240e-01,-9.828756451606750e-01,-5.390330625232309e-05,1.967242732644081e-02
1609045336150595714,0,1609045336150595714,-3.109417157247663e-03,1.017289818264544e-03,-1.745927846059203e-03,-1.831570416688919e-01,-9.828859567642212e-01,7.567209104308859e-05,1.971784792840481e-02
1609045336243349984,0,1609045336243349984,-1.585856080055237e-03,6.244266405701637e-04,-1.817703712731600e-03,-1.831414103507996e-01,-9.828886985778809e-01,9.992692503146827e-05,1.972478441894054e-02
1609045336342615896,0,1609045336342615896,-1.098249806091189e-03,1.144688460044563e-03,-1.820400124415755e-03,-1.831216216087341e-01,-9.828921556472778e-01,1.592894550412893e-04,1.973455026745796e-02
1609045336443721674,0,1609045336443721674,-2.368443645536900e-03,1.457832753658295e-03,-2.090506954118609e-03,-1.830871552228928e-01,-9.828982949256897e-01,1.986281713470817e-04,1.975029706954956e-02
1609045336547176520,0,1609045336547176520,-1.527412561699748e-03,1.653165672905743e-03,-2.035141456872225e-03,-1.830920428037643e-01,-9.828973412513733e-01,1.882568612927571e-04,1.975152641534805e-02
1609045336653497731,0,1609045336653497731,-5.152008961886168e-04,1.571032218635082e-03,-1.436289865523577e-03,-1.830817312002182e-01,-9.828997254371643e-01,1.466614485252649e-04,1.973075978457928e-02
1609045336758283181,0,1609045336758283181,1.445214729756117e-04,9.557285229675472e-04,-1.135387457907200e-03,-1.830827593803406e-01,-9.828995466232300e-01,1.471932337153703e-04,1.973174139857292e-02
1609045336860846581,0,1609045336860846581,-1.424762187525630e-03,1.058668713085353e-03,-6.955536082386971e-04,-1.830736100673676e-01,-9.829010367393494e-01,1.173937926068902e-04,1.974095962941647e-02
1609045336968465080,0,1609045336968465080,-1.077602384611964e-03,8.062239503487945e-04,-7.753260433673859e-05,-1.830926686525345e-01,-9.828978776931763e-01,8.236631401814520e-05,1.972142979502678e-02
1609045337061724946,0,1609045337061724946,-1.220371341332793e-03,9.266246925108135e-04,-8.328258991241455e-05,-1.831630617380142e-01,-9.828850030899048e-01,-3.591311542550102e-05,1.970782503485680e-02
1609045337140740981,0,1609045337140740981,-1.558793126605451e-03,8.802275406196713e-04,-4.507858539000154e-04,-1.832126975059509e-01,-9.828763604164124e-01,-8.424214320257306e-05,1.967896707355976e-02
1609045337238130774,0,1609045337238130774,8.151750080287457e-04,3.189374110661447e-04,-5.067728925496340e-04,-1.831818222999573e-01,-9.828818440437317e-01,-1.160475903816405e-06,1.969222538173199e-02
1609045337343951969,0,1609045337343951969,2.368762623518705e-03,-4.797936999239028e-04,-6.253176834434271e-04,-1.831831485033035e-01,-9.828813672065735e-01,8.420225640293211e-05,1.970289647579193e-02
1609045337446386904,0,1609045337446386904,2.562036039307714e-03,-2.079177647829056e-06,-1.792286057025194e-04,-1.831653565168381e-01,-9.828844666481018e-01,1.166830406873487e-04,1.971380040049553e-02
1609045337549015925,0,1609045337549015925,2.912328578531742e-03,2.999057760462165e-04,3.026447957381606e-04,-1.831442415714264e-01,-9.828885197639465e-01,1.089456927729771e-04,1.970948651432991e-02
1609045337657003880,0,1609045337657003880,1.482552033849061e-03,1.225608051754534e-03,5.432076286524534e-04,-1.831161379814148e-01,-9.828932881355286e-01,1.224195439135656e-04,1.973124407231808e-02
1609045337757864914,0,1609045337757864914,1.072163577191532e-03,5.832150927744806e-04,8.032989571802318e-04,-1.831271648406982e-01,-9.828908443450928e-01,1.162224216386676e-04,1.974863745272160e-02
1609045337863691653,0,1609045337863691653,-1.217545941472054e-04,4.402507620397955e-04,6.110499380156398e-04,-1.831314712762833e-01,-9.828898906707764e-01,1.080099609680474e-04,1.975799724459648e-02
1609045337970548263,0,1609045337970548263,-1.319112256169319e-03,6.877622799947858e-04,8.448339649476111e-04,-1.831235885620117e-01,-9.828912615776062e-01,8.782130316831172e-05,1.976491883397102e-02
1609045338070479482,0,1609045338070479482,-1.043047290295362e-03,-1.489703427068889e-04,8.317795582115650e-04,-1.831516623497009e-01,-9.828861355781555e-01,8.353820157935843e-05,1.975543797016144e-02
1609045338144275248,0,1609045338144275248,-1.547032152302563e-03,2.110707282554358e-04,4.185929719824344e-04,-1.832557916641235e-01,-9.828681945800781e-01,-5.753618825110607e-05,1.968257687985897e-02
1609045338238587522,0,1609045338238587522,-1.096947817131877e-03,6.106437649577856e-05,-9.577471064403653e-05,-1.832348257303238e-01,-9.828718304634094e-01,5.246371438261122e-05,1.969911158084869e-02
1609045338352273434,0,1609045338352273434,1.293651293963194e-04,-8.482157863909379e-05,-4.457462346181273e-04,-1.831619739532471e-01,-9.828843474388123e-01,1.341712340945378e-04,1.975109241902828e-02
1609045338445580218,0,1609045338445580218,-5.796914920210838e-04,2.050254988716915e-04,-1.990081509575248e-04,-1.831715106964111e-01,-9.828832745552063e-01,7.762289897073060e-05,1.971752569079399e-02
1609045338553678818,0,1609045338553678818,-9.051649831235409e-04,1.080925459973514e-03,9.811448398977518e-05,-1.831073015928268e-01,-9.828950166702271e-01,1.215181764564477e-04,1.972411200404167e-02
1609045338652283758,0,1609045338652283758,-9.105158969759941e-04,1.549653941765428e-03,1.173773780465126e-04,-1.831151098012924e-01,-9.828935265541077e-01,1.052634906955063e-04,1.972870156168938e-02
1609045338772260179,0,1609045338772260179,-6.145056104287505e-04,2.675766008906066e-04,9.604869410395622e-05,-1.830527335405350e-01,-9.829043149948120e-01,2.123529266100377e-04,1.976921781897545e-02
1609045338861388166,0,1609045338861388166,-3.365727607160807e-04,4.395018331706524e-04,6.014155223965645e-04,-1.831593513488770e-01,-9.828851222991943e-01,4.280430221115239e-05,1.973673142492771e-02
1609045338963881634,0,1609045338963881634,2.060988917946815e-04,1.943341048900038e-04,7.202117703855038e-04,-1.831470429897308e-01,-9.828875064849854e-01,5.400138252298348e-05,1.973090134561062e-02
1609045339042776316,0,1609045339042776316,-5.756154423579574e-04,7.377808215096593e-04,2.372313902014866e-04,-1.832141429185867e-01,-9.828760623931885e-01,-4.161222022958100e-05,1.967961713671684e-02
1609045339135592099,0,1609045339135592099,1.648720353841782e-05,1.028056722134352e-03,5.529484478756785e-04,-1.831733286380768e-01,-9.828836321830750e-01,2.802609378704801e-05,1.968174800276756e-02
1609045339247122155,0,1609045339247122155,-2.660881727933884e-05,9.716274216771126e-04,1.605760771781206e-04,-1.831754446029663e-01,-9.828827977180481e-01,8.738476753933355e-05,1.970341429114342e-02
1609045339340316694,0,1609045339340316694,7.416381267830729e-04,1.103727496229112e-03,4.679017001762986e-05,-1.831290721893311e-01,-9.828913211822510e-01,9.959525050362572e-05,1.970861665904522e-02
1609045339444152418,0,1609045339444152418,1.087212236598134e-03,6.911777309142053e-04,1.301446463912725e-04,-1.831207424402237e-01,-9.828925728797913e-01,1.342076429864392e-04,1.972249709069729e-02
1609045339548625894,0,1609045339548625894,2.342869993299246e-04,5.988787743262947e-04,9.138835594058037e-05,-1.831057965755463e-01,-9.828952550888062e-01,1.669290504651144e-04,1.972828246653080e-02
1609045339651381388,0,1609045339651381388,2.442434197291732e-04,4.490553401410580e-04,6.927762879058719e-04,-1.831002384424210e-01,-9.828964471817017e-01,1.463592925574630e-04,1.972002908587456e-02
1609045339757479689,0,1609045339757479689,5.130195058882236e-04,2.222032489953563e-04,8.870222955010831e-04,-1.831065416336060e-01,-9.828951358795166e-01,1.251398207386956e-04,1.972934976220131e-02
1609045339859408107,0,1609045339859408107,8.006130228750408e-04,2.615650882944465e-04,9.448768687434494e-04,-1.831224858760834e-01,-9.828916192054749e-01,7.282722071977332e-05,1.975375413894653e-02
1609045339967569735,0,1609045339967569735,4.999639349989593e-04,4.352266550995409e-04,1.626557088457048e-03,-1.830999106168747e-01,-9.828964471817017e-01,3.055449633393437e-05,1.972586847841740e-02
1609045340062133429,0,1609045340062133429,8.813430322334170e-04,-4.431215929798782e-04,1.624699565581977e-03,-1.831558346748352e-01,-9.828863143920898e-01,-1.902756412164308e-05,1.970769092440605e-02
1609045340140440689,0,1609045340140440689,-1.115293707698584e-04,1.283898018300533e-05,9.579831967130303e-04,-1.831906437873840e-01,-9.828804135322571e-01,-6.399730045814067e-05,1.967795565724373e-02
1609045340234550160,0,1609045340234550160,3.505317727103829e-04,4.963999381288886e-04,4.084058164153248e-04,-1.831714063882828e-01,-9.828836917877197e-01,1.325347602687543e-05,1.969537511467934e-02
1609045340337566918,0,1609045340337566918,-3.248261637054384e-04,1.634907210245728e-03,5.263133207336068e-04,-1.831461191177368e-01,-9.828884601593018e-01,4.404678838909604e-05,1.969450339674950e-02
1609045340446750691,0,1609045340446750691,7.054613670334220e-04,2.032092306762934e-03,2.780986833386123e-04,-1.831365376710892e-01,-9.828900694847107e-01,1.293740788241848e-04,1.970219612121582e-02
1609045340548851477,0,1609045340548851477,-1.491756702307612e-04,1.957146450877190e-03,5.246026557870209e-04,-1.831318736076355e-01,-9.828906655311584e-01,1.351040264125913e-04,1.971339620649815e-02
1609045340653502823,0,1609045340653502823,-1.199793769046664e-04,1.825706800445914e-03,9.069516672752798e-04,-1.831132769584656e-01,-9.828938841819763e-01,1.396563893649727e-04,1.972734928131104e-02
1609045340762595485,0,1609045340762595485,3.773616626858711e-04,1.667904434725642e-03,1.357385306619108e-03,-1.830574870109558e-01,-9.829040765762329e-01,1.528148713987321e-04,1.973809674382210e-02
1609045340861163669,0,1609045340861163669,6.221522926352918e-04,4.902814980596304e-04,1.382774207741022e-03,-1.831211894750595e-01,-9.828923344612122e-01,1.036227840813808e-04,1.973128318786621e-02
1609045340955893753,0,1609045340955893753,-1.185232307761908e-03,1.324763288721442e-03,1.393740763887763e-03,-1.831558793783188e-01,-9.828857779502869e-01,3.623475276981480e-05,1.973493956029415e-02
1609045341062228863,0,1609045341062228863,-1.580446260049939e-03,2.063395688310266e-03,1.864925026893616e-03,-1.831288784742355e-01,-9.828908443450928e-01,2.212109029642306e-05,1.973489299416542e-02
1609045341167501095,0,1609045341167501095,2.358308993279934e-04,7.276959950104356e-04,1.362495473586023e-03,-1.831521540880203e-01,-9.828864932060242e-01,2.344609129067976e-05,1.973306015133858e-02
1609045341241344377,0,1609045341241344377,3.924169868696481e-04,1.239913864992559e-03,1.035940367728472e-03,-1.832501739263535e-01,-9.828694462776184e-01,-1.302090531680733e-04,1.967335678637028e-02
1609045341333854046,0,1609045341333854046,9.062499739229679e-04,5.604685284197330e-04,6.573015707544982e-05,-1.831931471824646e-01,-9.828792810440063e-01,1.171076110040303e-05,1.971706375479698e-02
1609045341438862210,0,1609045341438862210,1.975157530978322e-03,2.157778362743556e-05,4.381019389256835e-04,-1.831969469785690e-01,-9.828786253929138e-01,5.329614941729233e-05,1.971040666103363e-02
1609045341543297949,0,1609045341543297949,2.465850673615932e-03,-2.847322903107852e-04,4.223064461257309e-04,-1.831986010074615e-01,-9.828780889511108e-01,9.691169543657452e-05,1.972109079360962e-02
1609045341657948372,0,1609045341657948372,1.314799883402884e-03,7.281982834683731e-05,7.599387899972498e-04,-1.831122785806656e-01,-9.828935861587524e-01,1.489206042606384e-04,1.975172385573387e-02
1609045341745988688,0,1609045341745988688,1.215929631143808e-03,4.586138529703021e-04,7.373770349659026e-04,-1.831550151109695e-01,-9.828863739967346e-01,8.336457540281117e-05,1.971287094056606e-02
1609045341859200027,0,1609045341859200027,-2.712308196350932e-04,1.222442835569382e-03,1.201432780362666e-03,-1.830809563398361e-01,-9.828996062278748e-01,1.331639650743455e-04,1.974000595510006e-02
1609045341966187292,0,1609045341966187292,-3.442331217229366e-05,8.524690638296306e-04,1.440423191525042e-03,-1.830559372901917e-01,-9.829040169715881e-01,1.426465605618432e-04,1.975419931113720e-02
1609045342059893992,0,1609045342059893992,4.388092784211040e-04,5.526576424017549e-04,2.055959776043892e-03,-1.831362992525101e-01,-9.828898906707764e-01,3.075548738706857e-05,1.971218176186085e-02
1609045342158196842,0,1609045342158196842,1.154225319623947e-03,1.267099287360907e-05,1.464875531382859e-03,-1.831617653369904e-01,-9.828848242759705e-01,3.102269329247065e-05,1.972656883299351e-02
1609045342266976339,0,1609045342266976339,-4.361122591944877e-06,8.385019027628005e-04,1.051981351338327e-03,-1.830946654081345e-01,-9.828965663909912e-01,8.099668775685132e-05,1.976516097784042e-02
1609045342344579274,0,1609045342344579274,3.785939188674092e-04,2.290137344971299e-04,8.219750015996397e-04,-1.832030713558197e-01,-9.828780293464661e-01,-1.039335074892733e-05,1.968516781926155e-02
1609045342437854799,0,1609045342437854799,1.322610303759575e-03,-2.363377279834822e-04,3.260981175117195e-04,-1.831905841827393e-01,-9.828801155090332e-01,8.471519686281681e-05,1.969575323164463e-02
1609045342541790058,0,1609045342541790058,1.059570233337581e-03,-4.129523586016148e-04,5.435703787952662e-04,-1.831874102354050e-01,-9.828805327415466e-01,1.174576100311242e-04,1.970525458455086e-02
1609045342650613472,0,1609045342650613472,2.294260077178478e-03,4.168960731476545e-05,7.817706791684031e-04,-1.831593811511993e-01,-9.828854203224182e-01,1.597392110852525e-04,1.972175016999245e-02
1609045342744704586,0,1609045342744704586,8.961053099483252e-04,1.121864261222072e-04,1.043884549289942e-03,-1.831459105014801e-01,-9.828878641128540e-01,1.446815149392933e-04,1.972493715584278e-02
1609045342848971408,0,1609045342848971408,1.413680729456246e-03,-3.234049654565752e-05,1.533475937321782e-03,-1.831204742193222e-01,-9.828925728797913e-01,1.427256647730246e-04,1.972530409693718e-02
1609045342960142769,0,1609045342960142769,2.435858594253659e-03,-3.653849125839770e-04,1.655302243307233e-03,-1.830806434154510e-01,-9.828995466232300e-01,1.770611852407455e-04,1.974658295512199e-02
1609045343054194996,0,1609045343054194996,1.980977365747094e-03,-3.597873437684029e-04,1.433223020285368e-03,-1.831347495317459e-01,-9.828897714614868e-01,7.886956882430241e-05,1.973227411508560e-02
1609045343133941081,0,1609045343133941081,2.028891816735268e-03,-5.948233301751316e-04,7.394000422209501e-04,-1.831443011760712e-01,-9.828882813453674e-01,6.419057172024623e-05,1.971614360809326e-02
1609045343236036411,0,1609045343236036411,2.220882568508387e-03,-6.155301816761494e-04,7.695481181144714e-04,-1.831378489732742e-01,-9.828895330429077e-01,1.182612177217379e-04,1.971518062055111e-02
1609045343341136066,0,1609045343341136066,1.638255198486149e-03,1.724987523630261e-04,4.308184143155813e-04,-1.831162869930267e-01,-9.828931093215942e-01,1.847558887675405e-04,1.973657310009003e-02
1609045343443789921,0,1609045343443789921,8.618572028353810e-04,7.887319079600275e-04,3.759203827939928e-04,-1.831044554710388e-01,-9.828954339027405e-01,2.002349792746827e-04,1.973307691514492e-02
1609045343544602515,0,1609045343544602515,2.063368214294314e-03,7.708989433012903e-04,6.923813489265740e-04,-1.831205040216446e-01,-9.828926920890808e-01,1.555793278384954e-04,1.972014829516411e-02
1609045343645957584,0,1609045343645957584,1.798296580091119e-03,7.354335393756628e-04,7.006991654634476e-04,-1.831168532371521e-01,-9.828932285308838e-01,1.440914202248678e-04,1.972727850079536e-02
1609045343750680302,0,1609045343750680302,1.567642902955413e-04,1.723932800814509e-03,8.938319515436888e-04,-1.830741316080093e-01,-9.829006791114807e-01,1.919894275488332e-04,1.975192688405514e-02
1609045343855627636,0,1609045343855627636,-1.011243672110140e-03,1.734134973958135e-03,1.473997952416539e-03,-1.830662786960602e-01,-9.829025864601135e-01,1.472151780035347e-04,1.972893252968788e-02
1609045343961587815,0,1609045343961587815,-9.349931497126818e-04,1.696556690149009e-03,1.710199285298586e-03,-1.830577999353409e-01,-9.829040169715881e-01,1.294545363634825e-04,1.973573490977287e-02
1609045344064992114,0,1609045344064992114,-2.663213526830077e-04,3.112138947471976e-04,1.535779796540737e-03,-1.831024736166000e-01,-9.828952550888062e-01,1.062456285580993e-04,1.975807175040245e-02
1609045344133193209,0,1609045344133193209,-3.693618054967374e-04,8.026840514503419e-04,1.212780596688390e-03,-1.831708401441574e-01,-9.828838109970093e-01,-4.466854443307966e-05,1.969719119369984e-02
1609045344244344838,0,1609045344244344838,-1.236015115864575e-03,1.415616134181619e-03,1.420340500771999e-03,-1.831466853618622e-01,-9.828879237174988e-01,2.249032149848063e-05,1.971373148262501e-02
1609045344341364709,0,1609045344341364709,2.715431619435549e-04,8.455901988781989e-04,9.437912958674133e-04,-1.831484884023666e-01,-9.828876852989197e-01,7.624788850080222e-05,1.970961131155491e-02
1609045344441681999,0,1609045344441681999,7.821582839824259e-04,2.270023687742651e-04,8.142989245243371e-04,-1.831263154745102e-01,-9.828916788101196e-01,1.168081216746941e-04,1.971560530364513e-02
1609045344550464041,0,1609045344550464041,9.850095957517624e-04,-1.045771932695061e-04,7.058164337649941e-04,-1.831092536449432e-01,-9.828944206237793e-01,1.495482720201835e-04,1.973799988627434e-02
1609045344649645588,0,1609045344649645588,1.838071621023118e-03,-4.475110035855323e-04,6.757696974091232e-04,-1.831095963716507e-01,-9.828947782516479e-01,1.495237374911085e-04,1.971610449254513e-02
1609045344752317983,0,1609045344752317983,2.293100580573082e-03,4.642081330530345e-04,1.388516393490136e-03,-1.831340193748474e-01,-9.828902482986450e-01,1.068927231244743e-04,1.971713453531265e-02
1609045344858757006,0,1609045344858757006,1.647194963879883e-03,8.011281606741250e-04,1.465338515117764e-03,-1.831110715866089e-01,-9.828940629959106e-01,1.323360047535971e-04,1.973705552518368e-02
1609045344968391725,0,1609045344968391725,4.083213279955089e-04,1.974469632841647e-04,1.584516838192940e-03,-1.830914616584778e-01,-9.828972220420837e-01,1.410781987942755e-04,1.976548880338669e-02
1609045345069778329,0,1609045345069778329,-1.029604463838041e-04,3.005549660883844e-05,1.523681334219873e-03,-1.831191629171371e-01,-9.828923940658569e-01,7.224566797958687e-05,1.974814757704735e-02
1609045345172840674,0,1609045345172840674,4.981798119843006e-04,-5.357982008717954e-04,1.871871994808316e-03,-1.831478327512741e-01,-9.828872084617615e-01,-1.306407921219943e-05,1.974026300013065e-02
1609045345235154776,0,1609045345235154776,8.475002832710743e-04,-2.002575783990324e-04,1.807010965421796e-03,-1.832713335752487e-01,-9.828658699989319e-01,-1.804680505301803e-04,1.965439878404140e-02
1609045345345849310,0,1609045345345849310,9.933084947988391e-04,9.673382737673819e-05,1.130594173446298e-03,-1.832029074430466e-01,-9.828784465789795e-01,-2.220971327915322e-05,1.966396160423756e-02
1609045345438474869,0,1609045345438474869,1.377507112920284e-03,1.646966411499307e-04,1.774137839674950e-03,-1.831767708063126e-01,-9.828833341598511e-01,-3.326698561068042e-06,1.966388337314129e-02
1609045345558610367,0,1609045345558610367,-2.437158836983144e-04,9.424673626199365e-04,9.889549110084772e-04,-1.831295490264893e-01,-9.828908443450928e-01,1.103982576751150e-04,1.972774043679237e-02
1609045345645927495,0,1609045345645927495,5.630926461890340e-04,1.290958258323371e-03,1.035954104736447e-03,-1.831561326980591e-01,-9.828861951828003e-01,8.057655941229314e-05,1.971420459449291e-02
1609045345749114365,0,1609045345749114365,1.473169308155775e-03,1.107415184378624e-03,2.023280365392566e-03,-1.830935925245285e-01,-9.828975200653076e-01,1.142613109550439e-04,1.973057352006435e-02
1609045345862152310,0,1609045345862152310,6.694277399219573e-04,2.297516446560621e-03,2.092837356030941e-03,-1.830762177705765e-01,-9.829002618789673e-01,1.089977304218337e-04,1.975108124315739e-02
1609045345967072216,0,1609045345967072216,-1.088312419597059e-04,2.075180411338806e-03,2.380768302828074e-03,-1.830732822418213e-01,-9.829012155532837e-01,6.760375254089013e-05,1.973453350365162e-02
1609045346059910689,0,1609045346059910689,4.539985093288124e-04,1.384850125759840e-03,2.256849315017462e-03,-1.831296980381012e-01,-9.828914403915405e-01,-1.921947659866419e-05,1.969685032963753e-02
1609045346161036237,0,1609045346161036237,7.217071834020317e-04,7.409473764710128e-04,2.513319719582796e-03,-1.831344962120056e-01,-9.828904271125793e-01,-1.692864680080675e-05,1.970371603965759e-02
1609045346267471718,0,1609045346267471718,9.073364781215787e-04,-2.158142160624266e-05,2.172077307477593e-03,-1.831301152706146e-01,-9.828905463218689e-01,1.868007893790491e-05,1.973900198936462e-02
1609045346335051583,0,1609045346335051583,8.957457030192018e-04,-3.984243376180530e-04,1.750565599650145e-03,-1.832213401794434e-01,-9.828748106956482e-01,-8.690482354722917e-05,1.967356353998184e-02
1609045346446399426,0,1609045346446399426,1.343992538750172e-03,-1.021434087306261e-03,1.898295478895307e-03,-1.832008808851242e-01,-9.828783273696899e-01,2.051794217550196e-05,1.969022676348686e-02
1609045346539740570,0,1609045346539740570,3.476902376860380e-03,-1.457203878089786e-03,2.111027250066400e-03,-1.831926405429840e-01,-9.828799366950989e-01,3.632329753600061e-05,1.968539133667946e-02
1609045346643266651,0,1609045346643266651,4.186747130006552e-03,-5.500836996361613e-04,2.098380355164409e-03,-1.831618547439575e-01,-9.828854799270630e-01,8.651079406263307e-05,1.969506964087486e-02
1609045346750939456,0,1609045346750939456,2.282326342537999e-03,7.520081708207726e-04,1.804398372769356e-03,-1.831088811159134e-01,-9.828945994377136e-01,1.322486059507355e-04,1.973353885114193e-02
1609045346848088594,0,1609045346848088594,2.725517610087991e-03,7.262520375661552e-04,1.389773096889257e-03,-1.831185370683670e-01,-9.828929901123047e-01,1.086244737962261e-04,1.972122862935066e-02
1609045346955717270,0,1609045346955717270,3.481107763946056e-03,-1.460757339373231e-04,7.977202767506242e-04,-1.830946207046509e-01,-9.828969240188599e-01,1.625614822842181e-04,1.975099369883537e-02
1609045347060441084,0,1609045347060441084,2.781948773190379e-03,4.605343565344810e-04,1.149342162534595e-03,-1.831111162900925e-01,-9.828940033912659e-01,1.058714988175780e-04,1.974173076450825e-02
1609045347161876223,0,1609045347161876223,7.935458561405540e-04,3.097720618825406e-04,7.089243736118078e-04,-1.831327676773071e-01,-9.828896522521973e-01,7.393366104224697e-05,1.975596137344837e-02
1609045347234504386,0,1609045347234504386,1.080162823200226e-03,-1.753817487042397e-04,6.388594629243016e-04,-1.831978112459183e-01,-9.828787446022034e-01,-2.523746843507979e-05,1.969771645963192e-02
1609045347338905515,0,1609045347338905515,1.815477153286338e-03,1.529984874650836e-04,9.971008403226733e-04,-1.831517964601517e-01,-9.828870892524719e-01,1.818621058191638e-05,1.970933005213737e-02
1609045347442200107,0,1609045347442200107,1.570200431160629e-03,8.408330031670630e-04,1.786626758985221e-03,-1.831493377685547e-01,-9.828876852989197e-01,1.231149690283928e-05,1.970058120787144e-02
1609045347544751209,0,1609045347544751209,1.931786537170410e-03,5.776141770184040e-04,1.613534055650234e-03,-1.831580847501755e-01,-9.828862547874451e-01,9.047808998730034e-05,1.969196647405624e-02
1609045347647480754,0,1609045347647480754,1.410817843861878e-03,9.651837171986699e-04,1.526967389509082e-03,-1.831636577844620e-01,-9.828849434852600e-01,9.942112956196070e-05,1.970657706260681e-02
1609045347751712546,0,1609045347751712546,1.697555300779641e-03,6.955530261620879e-04,1.544816303066909e-03,-1.831560432910919e-01,-9.828861355781555e-01,9.595066512702033e-05,1.971543021500111e-02
1609045347862857043,0,1609045347862857043,1.924752723425627e-03,-2.862691180780530e-04,1.535270712338388e-03,-1.831485927104950e-01,-9.828868508338928e-01,1.392985141137615e-04,1.975205913186073e-02
1609045347956610893,0,1609045347956610893,1.135766739025712e-03,1.924096723087132e-04,1.841135672293603e-03,-1.831681579351425e-01,-9.828838706016541e-01,5.454850906971842e-05,1.971853338181973e-02
1609045348059422858,0,1609045348059422858,1.536161405965686e-03,3.375571395736188e-04,1.528742373920977e-03,-1.831825673580170e-01,-9.828808307647705e-01,4.781188181368634e-05,1.973644830286503e-02
1609045348162079885,0,1609045348162079885,2.626077737659216e-03,-1.368240104056895e-03,9.981851326301694e-04,-1.831970512866974e-01,-9.828776717185974e-01,6.552221020683646e-05,1.975383982062340e-02
1609045348240696570,0,1609045348240696570,1.717955106869340e-03,-9.160134359262884e-04,3.851805813610554e-04,-1.832469999790192e-01,-9.828695654869080e-01,-2.026596303039696e-05,1.969991438090801e-02
1609045348338535882,0,1609045348338535882,2.457444556057453e-03,-7.780742598697543e-04,2.893732162192464e-04,-1.831827610731125e-01,-9.828810691833496e-01,8.195237751351669e-05,1.971755735576153e-02
