%time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w
1609043647763862721,0,1609043647763862721,3.678387030959129e-03,-1.239850185811520e-03,3.552699228748679e-03,-1.117216870188713e-01,-9.935718774795532e-01,8.936732047004625e-05,1.825411245226860e-02
1609043647871083998,0,1609043647871083998,3.635244909673929e-03,-1.083377515897155e-03,3.755013458430767e-03,-1.117148324847221e-01,-9.935724139213562e-01,1.077013730537146e-04,1.826830580830574e-02
1609043647963894844,0,1609043647963894844,3.930156119167805e-03,-8.764965459704399e-04,3.600260941311717e-03,-1.117317005991936e-01,-9.935706853866577e-01,8.283536590170115e-05,1.825686357915401e-02
1609043648065758589,0,1609043648065758589,4.187263548374176e-03,-2.009854651987553e-04,3.412863938137889e-03,-1.116945073008537e-01,-9.935752153396606e-01,1.360413298243657e-04,1.823649741709232e-02
1609043648178314243,0,1609043648178314243,3.901825053617358e-03,-9.028215426951647e-04,3.908495418727398e-03,-1.116744950413704e-01,-9.935771226882935e-01,1.801265898393467e-04,1.825805008411407e-02
1609043648270715073,0,1609043648270715073,3.731226082891226e-03,-1.358433743007481e-03,3.685866016894579e-03,-1.117107495665550e-01,-9.935731887817383e-01,1.418273895978928e-04,1.824937947094440e-02
1609043648362533523,0,1609043648362533523,3.591031534597278e-03,-2.971459180116653e-04,3.258835291489959e-03,-1.117112487554550e-01,-9.935728907585144e-01,1.257196709048003e-04,1.826131157577038e-02
1609043648469776665,0,1609043648469776665,2.948061795905232e-03,-1.797487027943134e-03,3.645092248916626e-03,-1.117072477936745e-01,-9.935731887817383e-01,1.368051598547027e-04,1.826937682926655e-02
1609043648567576086,0,1609043648567576086,2.809054218232632e-03,-2.211734186857939e-03,3.649259451776743e-03,-1.117213889956474e-01,-9.935718178749084e-01,1.605492143426090e-04,1.825921796262264e-02
1609043648664634470,0,1609043648664634470,2.303388435393572e-03,-2.779544331133366e-03,3.156454069539905e-03,-1.117243245244026e-01,-9.935715794563293e-01,1.735898986225948e-04,1.825559139251709e-02
1609043648771530553,0,1609043648771530553,2.302312757819891e-03,-1.950806006789207e-03,3.093127161264420e-03,-1.117044910788536e-01,-9.935734272003174e-01,1.670225610723719e-04,1.827361434698105e-02
1609043648863181796,0,1609043648863181796,3.064563963562250e-03,-1.604991266503930e-03,3.297108225524426e-03,-1.117370501160622e-01,-9.935705661773682e-01,1.199967809952796e-04,1.823229901492596e-02
1609043648964878805,0,1609043648964878805,2.642674837261438e-03,-2.093933522701263e-03,2.906385343521833e-03,-1.117138117551804e-01,-9.935728311538696e-01,1.725796901155263e-04,1.824860461056232e-02
1609043649077065866,0,1609043649077065866,3.438670188188553e-03,-1.240924699231982e-03,2.955107018351555e-03,-1.116623058915138e-01,-9.935781359672546e-01,1.918342459248379e-04,1.827636733651161e-02
1609043649168924011,0,1609043649168924011,3.435002174228430e-03,-9.005039464682341e-04,2.966501284390688e-03,-1.117331236600876e-01,-9.935706257820129e-01,1.046899560606107e-04,1.825141161680222e-02
1609043649265732437,0,1609043649265732437,3.178338985890150e-03,-2.259531989693642e-03,2.656020689755678e-03,-1.117698252201080e-01,-9.935663342475891e-01,9.821024286793545e-05,1.826264895498753e-02
1609043649377757021,0,1609043649377757021,2.895803656429052e-03,-2.669567242264748e-03,3.206341061741114e-03,-1.117652282118797e-01,-9.935664534568787e-01,1.146973809227347e-04,1.828526705503464e-02
1609043649469499461,0,1609043649469499461,2.637773286551237e-03,-2.969082212075591e-03,3.044041339308023e-03,-1.117719635367393e-01,-9.935657978057861e-01,9.754683560458943e-05,1.827678270637989e-02
1609043649560994239,0,1609043649560994239,1.674131257459521e-03,-3.195657161995769e-03,2.806163392961025e-03,-1.117649972438812e-01,-9.935671687126160e-01,1.256891991943121e-04,1.824462041258812e-02
1609043649668671246,0,1609043649668671246,2.320670289918780e-03,-3.430525539442897e-03,2.912821481004357e-03,-1.117473840713501e-01,-9.935690164566040e-01,1.281576260225847e-04,1.825157180428505e-02
1609043649765335734,0,1609043649765335734,2.550955396145582e-03,-2.620665822178125e-03,2.831815741956234e-03,-1.117387488484383e-01,-9.935701489448547e-01,1.118063082685694e-04,1.824444718658924e-02
1609043649867089347,0,1609043649867089347,1.963143702596426e-03,-1.674624159932137e-03,2.578801009804010e-03,-1.116851866245270e-01,-9.935760498046875e-01,1.680324348853901e-04,1.825216971337795e-02
1609043649974312572,0,1609043649974312572,2.468007151037455e-03,-1.343379844911397e-03,2.939710859209299e-03,-1.116803139448166e-01,-9.935764670372009e-01,1.793356495909393e-04,1.825670711696148e-02
1609043650070982610,0,1609043650070982610,2.231637015938759e-03,-1.404808601364493e-03,2.911415416747332e-03,-1.117350608110428e-01,-9.935709238052368e-01,1.455145102227107e-04,1.822539046406746e-02
1609043650163257447,0,1609043650163257447,2.113196533173323e-03,-1.738786580972373e-03,2.542341360822320e-03,-1.117832809686661e-01,-9.935653209686279e-01,1.047211335389875e-04,1.823438145220280e-02
1609043650270547129,0,1609043650270547129,2.260670997202396e-03,-2.167375292629004e-03,2.519262954592705e-03,-1.117879375815392e-01,-9.935644268989563e-01,7.888330583227798e-05,1.825505681335926e-02
1609043650365445762,0,1609043650365445762,2.760400995612144e-03,-1.079886686056852e-03,2.397540491074324e-03,-1.117907315492630e-01,-9.935640692710876e-01,4.395789801492356e-05,1.825726404786110e-02
1609043650462927678,0,1609043650462927678,2.452274551615119e-03,-1.037360168993473e-03,1.974675571545959e-03,-1.117503270506859e-01,-9.935687184333801e-01,1.252352085430175e-04,1.825238578021526e-02
1609043650577124510,0,1609043650577124510,2.607627306133509e-03,-6.010802462697029e-04,2.234932268038392e-03,-1.116993427276611e-01,-9.935739636421204e-01,1.457438193028793e-04,1.827754825353622e-02
1609043650668929934,0,1609043650668929934,2.732418477535248e-03,-8.217036956921220e-04,2.191244857385755e-03,-1.117436587810516e-01,-9.935694932937622e-01,9.480111475568265e-05,1.825097389519215e-02
1609043650760633060,0,1609043650760633060,2.397319767624140e-03,-9.407596662640572e-04,1.927505247294903e-03,-1.117782816290855e-01,-9.935655593872070e-01,7.279846613528207e-05,1.825277321040630e-02
1609043650877751520,0,1609043650877751520,2.872868441045284e-03,-1.802680664695799e-03,2.614628756418824e-03,-1.117000952363014e-01,-9.935739040374756e-01,1.984468690352514e-04,1.827597245573997e-02
1609043650971244891,0,1609043650971244891,2.673130016773939e-03,-1.741049229167402e-03,2.629049820825458e-03,-1.117258816957474e-01,-9.935713410377502e-01,1.377718726871535e-04,1.825681701302528e-02
1609043651062908427,0,1609043651062908427,3.106435295194387e-03,-8.026262512430549e-04,2.298504579812288e-03,-1.117520779371262e-01,-9.935687184333801e-01,1.074264291673899e-04,1.823910325765610e-02
1609043651174758087,0,1609043651174758087,3.001633100211620e-03,-3.616338362917304e-04,2.356028882786632e-03,-1.116945222020149e-01,-9.935742020606995e-01,1.446666428819299e-04,1.829223893582821e-02
1609043651266487897,0,1609043651266487897,2.564404625445604e-03,-5.591781227849424e-04,1.846149098128080e-03,-1.117287650704384e-01,-9.935709834098816e-01,1.001812925096601e-04,1.826149038970470e-02
1609043651359505857,0,1609043651359505857,2.246079035103321e-03,-1.052525825798512e-03,1.571100787259638e-03,-1.117149293422699e-01,-9.935727119445801e-01,1.302835589740425e-04,1.825156621634960e-02
1609043651473142869,0,1609043651473142869,2.088652923703194e-03,-1.789971487596631e-03,1.673994353041053e-03,-1.116764470934868e-01,-9.935760498046875e-01,1.460586936445907e-04,1.830491796135902e-02
1609043651570529154,0,1609043651570529154,2.040143124759197e-03,-1.255381852388382e-03,1.165305380709469e-03,-1.116921827197075e-01,-9.935741424560547e-01,8.019236702239141e-05,1.831056550145149e-02
1609043651662651254,0,1609043651662651254,2.115786774083972e-03,-1.159579958766699e-03,1.086721080355346e-03,-1.116972491145134e-01,-9.935742616653442e-01,8.842290844768286e-05,1.827354356646538e-02
1609043651776353664,0,1609043651776353664,2.920102328062057e-03,-4.327172646299005e-04,1.636594533920288e-03,-1.116526126861572e-01,-9.935786724090576e-01,1.597400114405900e-04,1.830541901290417e-02
1609043651868537454,0,1609043651868537454,2.976971678435802e-03,-1.968592405319214e-04,1.779410988092422e-03,-1.117132455110550e-01,-9.935725331306458e-01,5.585586040979251e-05,1.827012561261654e-02
1609043651963458045,0,1609043651963458045,3.163211047649384e-03,2.866288123186678e-04,1.734412042424083e-03,-1.116865202784538e-01,-9.935755729675293e-01,8.908146264730021e-05,1.826938427984715e-02
1609043652072133486,0,1609043652072133486,3.106020158156753e-03,8.173896640073508e-05,2.170292660593987e-03,-1.116805300116539e-01,-9.935762882232666e-01,1.147239163401537e-04,1.826613582670689e-02
1609043652166410642,0,1609043652166410642,2.426995430141687e-03,-4.774847766384482e-04,2.115058712661266e-03,-1.117129325866699e-01,-9.935727715492249e-01,7.250555790960789e-05,1.825803518295288e-02
1609043652264271659,0,1609043652264271659,2.243113704025745e-03,9.160483023151755e-05,1.678603352047503e-03,-1.117108389735222e-01,-9.935728311538696e-01,1.195814766106196e-04,1.826860010623932e-02
1609043652377402951,0,1609043652377402951,2.339692553505301e-03,9.353757195640355e-05,1.877461909316480e-03,-1.116832643747330e-01,-9.935750961303711e-01,1.559386582812294e-04,1.831296831369400e-02
1609043652464495402,0,1609043652464495402,2.346617169678211e-03,1.063269097357988e-03,1.820583362132311e-03,-1.117345616221428e-01,-9.935697317123413e-01,5.633605178445578e-05,1.829333789646626e-02
1609043652557941945,0,1609043652557941945,2.145507838577032e-03,1.379342866130173e-03,1.321736839599907e-03,-1.117131337523460e-01,-9.935722947120667e-01,9.012213558889925e-05,1.828494109213352e-02
1609043652675663276,0,1609043652675663276,1.924785436131060e-03,8.186296327039599e-04,1.631836057640612e-03,-1.116971671581268e-01,-9.935737252235413e-01,9.557359589962289e-05,1.830407604575157e-02
1609043652765287910,0,1609043652765287910,1.808687578886747e-03,6.302775582298636e-04,1.878440845757723e-03,-1.117314770817757e-01,-9.935706257820129e-01,6.809282058384269e-05,1.826458424329758e-02
1609043652860834199,0,1609043652860834199,1.863841665908694e-03,3.218358033336699e-04,1.508909743279219e-03,-1.117152646183968e-01,-9.935727715492249e-01,1.382980408379808e-04,1.824603602290154e-02
1609043652979247897,0,1609043652979247897,1.866146689280868e-03,-1.159157487563789e-03,1.889383071102202e-03,-1.117032617330551e-01,-9.935734868049622e-01,1.581728720339015e-04,1.828002557158470e-02
1609043653069226347,0,1609043653069226347,1.961848465725780e-03,-1.886922051198781e-03,1.827997737564147e-03,-1.117631867527962e-01,-9.935672879219055e-01,6.539073365274817e-05,1.825187541544437e-02
1609043653166252189,0,1609043653166252189,1.433739438652992e-03,-1.121418899856508e-03,1.300113042816520e-03,-1.117658019065857e-01,-9.935665726661682e-01,6.529153324663639e-05,1.827438920736313e-02
1609043653274940584,0,1609043653274940584,1.775965909473598e-03,-1.165805617347360e-03,1.533767674118280e-03,-1.117342114448547e-01,-9.935697913169861e-01,9.545167267788202e-05,1.829134859144688e-02
1609043653366901711,0,1609043653366901711,1.468960079364479e-03,-9.816111996769905e-04,1.575669506564736e-03,-1.117395684123039e-01,-9.935695528984070e-01,9.576939919497818e-05,1.827164553105831e-02
1609043653465629957,0,1609043653465629957,1.605690922588110e-03,-2.709947293624282e-04,1.607215264812112e-03,-1.116994619369507e-01,-9.935742616653442e-01,1.374409621348605e-04,1.826273836195469e-02
1609043653580158297,0,1609043653580158297,1.401163986884058e-03,-1.210002228617668e-03,1.795399235561490e-03,-1.116848513484001e-01,-9.935749769210815e-01,1.490842114435509e-04,1.831243932247162e-02
1609043653673019420,0,1609043653673019420,1.567400642670691e-03,-1.206294982694089e-03,1.766666653566062e-03,-1.117323637008667e-01,-9.935703277587891e-01,9.260476508643478e-05,1.827367395162582e-02
1609043653757851591,0,1609043653757851591,1.295112655498087e-03,-8.568233461119235e-04,1.463336171582341e-03,-1.117601692676544e-01,-9.935677051544189e-01,6.496024434454739e-05,1.824673265218735e-02
1609043653866477316,0,1609043653866477316,1.058241818100214e-03,-5.759769701398909e-04,1.144494046457112e-03,-1.116868108510971e-01,-9.935759902000427e-01,1.578285737195984e-04,1.824592053890228e-02
1609043653973172713,0,1609043653973172713,9.800100233405828e-04,-9.597401367500424e-04,1.458298182114959e-03,-1.116637662053108e-01,-9.935786724090576e-01,1.572501496411860e-04,1.824068091809750e-02
1609043654065792610,0,1609043654065792610,9.355812799185514e-04,-1.354664564132690e-03,1.466036075726151e-03,-1.117294952273369e-01,-9.935713410377502e-01,9.876819240162149e-05,1.823588274419308e-02
1609043654164110951,0,1609043654164110951,6.320893298834562e-04,-1.367334043607116e-03,1.214112853631377e-03,-1.117233633995056e-01,-9.935715198516846e-01,1.261847937712446e-04,1.826380193233490e-02
1609043654275745883,0,1609043654275745883,9.615535382181406e-04,-9.419361595064402e-04,1.355059444904327e-03,-1.116945445537567e-01,-9.935742616653442e-01,1.843975333031267e-04,1.829018257558346e-02
1609043654367701583,0,1609043654367701583,1.345633994787931e-03,-9.327134466730058e-04,1.266735023818910e-03,-1.117399707436562e-01,-9.935696721076965e-01,9.797520760912448e-05,1.826216466724873e-02
1609043654464755867,0,1609043654464755867,1.410840544849634e-03,-1.992252655327320e-04,1.151328440755606e-03,-1.117260754108429e-01,-9.935712814331055e-01,1.189637987408787e-04,1.826059632003307e-02
1609043654575575102,0,1609043654575575102,1.176351564936340e-03,-9.776847437024117e-04,1.523839193396270e-03,-1.117023527622223e-01,-9.935734868049622e-01,1.648991456022486e-04,1.828562840819359e-02
1609043654667840075,0,1609043654667840075,1.784828375093639e-03,-6.241730297915637e-04,1.589845633134246e-03,-1.117212772369385e-01,-9.935717582702637e-01,9.038540883921087e-05,1.826305501163006e-02
1609043654766304777,0,1609043654766304777,1.533028669655323e-03,-7.583825499750674e-04,1.282341894693673e-03,-1.117058917880058e-01,-9.935733675956726e-01,1.272714289370924e-04,1.827014796435833e-02
1609043654870209001,0,1609043654870209001,1.313337241299450e-03,-1.038711518049240e-03,1.146899885497987e-03,-1.116945445537567e-01,-9.935742616653442e-01,9.602019417798147e-05,1.828960701823235e-02
1609043654964986637,0,1609043654964986637,1.663602190092206e-03,-2.946951426565647e-04,1.311182277277112e-03,-1.116885468363762e-01,-9.935750365257263e-01,1.097243439289741e-04,1.828423701226711e-02
1609043655067792054,0,1609043655067792054,1.738775405101478e-03,2.133370144292712e-04,1.156829996034503e-03,-1.116609051823616e-01,-9.935781955718994e-01,1.696774124866351e-04,1.828205399215221e-02
1609043655175623810,0,1609043655175623810,1.611815765500069e-03,-1.134700432885438e-04,1.486348337493837e-03,-1.116487979888916e-01,-9.935793876647949e-01,1.791446848073974e-04,1.829028874635696e-02
1609043655266421152,0,1609043655266421152,1.555098919197917e-03,-2.292314602527767e-04,1.508870860561728e-03,-1.117249354720116e-01,-9.935717582702637e-01,9.312703332398087e-05,1.824116893112659e-02
1609043655364308767,0,1609043655364308767,8.939995896071196e-04,-7.325874757952988e-04,1.320676645264030e-03,-1.117168068885803e-01,-9.935725331306458e-01,1.387022348353639e-04,1.824673637747765e-02
1609043655473596936,0,1609043655473596936,1.480903825722635e-03,-5.550298956222832e-04,1.293431036174297e-03,-1.116797849535942e-01,-9.935764074325562e-01,2.050012408290058e-04,1.826397329568863e-02
1609043655567900471,0,1609043655567900471,1.211913418956101e-03,-1.153533463366330e-03,1.341819413937628e-03,-1.117371395230293e-01,-9.935703277587891e-01,1.341280003543943e-04,1.824308373034000e-02
1609043655662719099,0,1609043655662719099,1.244788523763418e-03,-1.247557811439037e-03,1.013191184028983e-03,-1.117454692721367e-01,-9.935696721076965e-01,1.165205030702055e-04,1.822775602340698e-02
1609043655771068730,0,1609043655771068730,1.013509230688214e-03,-1.179132494144142e-03,1.134277670644224e-03,-1.117421612143517e-01,-9.935692548751831e-01,6.875814869999886e-05,1.827351376414299e-02
1609043655868421017,0,1609043655868421017,8.309693657793105e-04,-1.058088382706046e-03,1.030465820804238e-03,-1.116961315274239e-01,-9.935742020606995e-01,1.179101382149383e-04,1.828481815755367e-02
1609043655965893240,0,1609043655965893240,6.317946827039123e-04,-3.607783582992852e-04,1.247368752956390e-03,-1.116966679692268e-01,-9.935743808746338e-01,1.152872137026861e-04,1.826978661119938e-02
1609043656075475654,0,1609043656075475654,1.296422560699284e-03,-7.952861487865448e-04,1.790429814718664e-03,-1.117037981748581e-01,-9.935733675956726e-01,8.489480387652293e-05,1.828266307711601e-02
1609043656173011913,0,1609043656173011913,1.373352715745568e-03,-1.058107241988182e-03,1.644182717427611e-03,-1.117366328835487e-01,-9.935698509216309e-01,6.163641955936328e-05,1.827267184853554e-02
1609043656270699472,0,1609043656270699472,1.510713947936893e-03,7.266865577548742e-05,1.439617481082678e-03,-1.117279529571533e-01,-9.935708642005920e-01,7.243551226565614e-05,1.827126927673817e-02
1609043656363408755,0,1609043656363408755,1.443611807189882e-03,2.985894388984889e-04,9.001550497487187e-04,-1.117721274495125e-01,-9.935657978057861e-01,5.646191857522354e-05,1.827443391084671e-02
1609043656473109713,0,1609043656473109713,1.925326068885624e-03,4.190116887912154e-04,1.258889096789062e-03,-1.117233708500862e-01,-9.935709238052368e-01,7.063100201776251e-05,1.829800568521023e-02
1609043656557531443,0,1609043656557531443,1.753130229189992e-03,2.758840855676681e-04,8.315834566019475e-04,-1.117503643035889e-01,-9.935683012008667e-01,4.972976967110299e-05,1.827264204621315e-02
1609043656668197981,0,1609043656668197981,1.944217132404447e-03,-2.125101746059954e-04,9.479617001488805e-04,-1.117335930466652e-01,-9.935702085494995e-01,1.078194181900471e-04,1.827377825975418e-02
1609043656776620427,0,1609043656776620427,1.431079232133925e-03,-1.212331000715494e-03,1.031319494359195e-03,-1.116986796259880e-01,-9.935739636421204e-01,2.088217152049765e-04,1.828081719577312e-02
1609043656878740166,0,1609043656878740166,1.042345073074102e-03,-1.427766052074730e-03,1.317585003562272e-03,-1.117211133241653e-01,-9.935712218284607e-01,1.792059483705088e-04,1.829193904995918e-02
1609043656976025333,0,1609043656976025333,1.433624420315027e-03,-1.536755822598934e-03,1.646626391448081e-03,-1.117541790008545e-01,-9.935680031776428e-01,8.900341344997287e-05,1.826708018779755e-02
1609043657074391827,0,1609043657074391827,1.597485854290426e-03,-1.571190543472767e-03,1.728860195726156e-03,-1.117653325200081e-01,-9.935665726661682e-01,5.295643495628610e-05,1.827669516205788e-02
1609043657178024825,0,1609043657178024825,1.723675173707306e-03,-1.120848581194878e-03,2.043239073827863e-03,-1.117468029260635e-01,-9.935682415962219e-01,5.234676791587844e-05,1.829895563423634e-02
1609043657293235257,0,1609043657293235257,1.326740486547351e-03,-1.632697531022131e-03,2.172751585021615e-03,-1.117255762219429e-01,-9.935696125030518e-01,9.212710574502125e-05,1.835068501532078e-02
1609043657386263022,0,1609043657386263022,1.944341813214123e-03,-9.905028855428100e-04,2.162654418498278e-03,-1.117951646447182e-01,-9.935624003410339e-01,-8.742391946725547e-05,1.832126826047897e-02
1609043657495400310,0,1609043657495400310,2.003057394176722e-03,-1.944613177329302e-03,2.208753954619169e-03,-1.117853075265884e-01,-9.935637116432190e-01,-3.274322079960257e-05,1.831098832190037e-02
1609043657557218982,0,1609043657557218982,1.549247652292252e-03,-1.943129347637296e-03,1.802292186766863e-03,-1.118982508778572e-01,-9.935529232025146e-01,-1.943976822076365e-04,1.820576190948486e-02
1609043657660659096,0,1609043657660659096,5.307573592290282e-04,-1.535459537990391e-03,8.850161684677005e-04,-1.118230670690536e-01,-9.935606718063354e-01,-5.638500442728400e-05,1.824313774704933e-02
1609043657763266504,0,1609043657763266504,6.867362535558641e-04,-1.297509763389826e-03,8.002452668733895e-04,-1.117671802639961e-01,-9.935665726661682e-01,3.204921813448891e-05,1.826667971909046e-02
1609043657879500878,0,1609043657879500878,1.016727415844798e-03,-1.152174314484000e-03,8.756674942560494e-04,-1.117418184876442e-01,-9.935683608055115e-01,9.258128557121381e-05,1.832202076911926e-02
1609043657982619825,0,1609043657982619825,1.001095981337130e-03,-1.176361227408051e-03,1.173917436972260e-03,-1.117092967033386e-01,-9.935721158981323e-01,1.084640971384943e-04,1.831503771245480e-02
1609043658084921392,0,1609043658084921392,1.394995488226414e-03,-4.424311337061226e-04,1.575638656504452e-03,-1.117151975631714e-01,-9.935712814331055e-01,9.073094406630844e-05,1.832635328173637e-02
1609043658179071677,0,1609043658179071677,1.683309325017035e-03,5.337506299838424e-04,1.980439061298966e-03,-1.117785349488258e-01,-9.935647845268250e-01,-1.719895954011008e-05,1.829125545918941e-02
1609043658290921547,0,1609043658290921547,1.755851320922375e-03,-3.727054572664201e-04,2.075646538287401e-03,-1.117466464638710e-01,-9.935674667358398e-01,2.363684870942961e-05,1.834369823336601e-02
1609043658384125990,0,1609043658384125990,2.444455632939935e-03,-1.650721824262291e-04,1.772989518940449e-03,-1.118201687932014e-01,-9.935597181320190e-01,-1.053368323482573e-04,1.831418834626675e-02
1609043658491312194,0,1609043658491312194,2.467861631885171e-03,-1.187809975817800e-03,1.755223842337728e-03,-1.118346899747849e-01,-9.935577511787415e-01,-1.072179584298283e-04,1.833063922822475e-02
1609043658561429309,0,1609043658561429309,2.093696501106024e-03,-1.144867273978889e-03,1.145868096500635e-03,-1.119491383433342e-01,-9.935460090637207e-01,-2.572219527792186e-04,1.827048882842064e-02
1609043658670022476,0,1609043658670022476,1.937401713803411e-03,-9.278059587813914e-04,9.987110970541835e-04,-1.118391156196594e-01,-9.935581684112549e-01,-5.508379035745747e-05,1.828273758292198e-02
1609043658768062677,0,1609043658768062677,1.390141900628805e-03,-1.081097056157887e-03,1.116241677664220e-03,-1.118004620075226e-01,-9.935626387596130e-01,-2.638613750605145e-06,1.827660202980042e-02
1609043658877799040,0,1609043658877799040,1.169732655398548e-03,-8.279829053208232e-04,1.306703197769821e-03,-1.117479652166367e-01,-9.935676455497742e-01,5.438625521492213e-05,1.832488365471363e-02
1609043658974028864,0,1609043658974028864,1.301006646826863e-03,-1.874513574875891e-03,1.833810470998287e-03,-1.117846220731735e-01,-9.935635924339294e-01,-1.278463969356380e-05,1.831965148448944e-02
1609043659082273584,0,1609043659082273584,1.679720473475754e-03,-7.140564266592264e-04,2.414422342553735e-03,-1.117222383618355e-01,-9.935707449913025e-01,4.858079773839563e-05,1.831156574189663e-02
1609043659183314289,0,1609043659183314289,1.883006887510419e-03,-4.799676535185426e-04,2.538506407290697e-03,-1.117670387029648e-01,-9.935658574104309e-01,-1.106888703361619e-05,1.830705814063549e-02
1609043659284726208,0,1609043659284726208,1.756689744070172e-03,-3.940707538276911e-04,2.670737216249108e-03,-1.117790415883064e-01,-9.935644865036011e-01,-3.438159546931274e-05,1.830366626381874e-02
1609043659388884805,0,1609043659388884805,1.074198517017066e-03,-1.376219559460878e-03,2.347347792237997e-03,-1.117965951561928e-01,-9.935624599456787e-01,-3.790124901570380e-05,1.830674894154072e-02
1609043659462167388,0,1609043659462167388,8.241320028901100e-04,-5.994717939756811e-04,1.757940510287881e-03,-1.118864789605141e-01,-9.935535788536072e-01,-2.114317176165059e-04,1.824259757995605e-02
1609043659560469613,0,1609043659560469613,7.804555934853852e-04,-5.972862709313631e-06,1.426356611773372e-03,-1.118132397532463e-01,-9.935617446899414e-01,-6.820991256972775e-05,1.824379526078701e-02
1609043659664720872,0,1609043659664720872,5.640328745357692e-04,-1.018391456454992e-03,1.063479343429208e-03,-1.117695495486259e-01,-9.935663342475891e-01,1.420979788235854e-05,1.826545037329197e-02
1609043659769744351,0,1609043659769744351,1.163265435025096e-03,-1.257135299965739e-04,1.029476872645319e-03,-1.117121055722237e-01,-9.935722947120667e-01,8.950757182901725e-05,1.828706450760365e-02
1609043659868438501,0,1609043659868438501,1.482221763581038e-03,-4.474772722460330e-04,1.254826551303267e-03,-1.116809174418449e-01,-9.935755729675293e-01,7.449351687682793e-05,1.830245368182659e-02
1609043659973789202,0,1609043659973789202,1.620868803001940e-03,-1.538327196612954e-03,1.514026778750122e-03,-1.117051839828491e-01,-9.935730695724487e-01,7.123879913706332e-05,1.829131133854389e-02
1609043660081123703,0,1609043660081123703,1.443175598978996e-03,-2.436391776427627e-03,1.799692981876433e-03,-1.117723658680916e-01,-9.935653209686279e-01,-4.559909029921982e-06,1.830233447253704e-02
1609043660184641461,0,1609043660184641461,9.636565227992833e-04,-2.385666593909264e-03,1.934968633577228e-03,-1.117762997746468e-01,-9.935643672943115e-01,-1.888095903268550e-05,1.832954585552216e-02
1609043660306250924,0,1609043660306250924,8.620935259386897e-04,-2.420600503683090e-03,2.174797235056758e-03,-1.117538213729858e-01,-9.935666918754578e-01,3.280375312897377e-05,1.834201067686081e-02
1609043660357512257,0,1609043660357512257,7.753387326374650e-04,-1.494320924393833e-03,1.600507413968444e-03,-1.119307130575180e-01,-9.935485720634460e-01,-2.355016622459516e-04,1.824378222227097e-02
1609043660461010724,0,1609043660461010724,7.752978126518428e-04,-1.020788680762053e-03,9.118940215557814e-04,-1.118416562676430e-01,-9.935582280158997e-01,-1.126376519096084e-04,1.826589740812778e-02
