%time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609043646843675613,0,1609043646843675613,-4.856860023757599e-03,7.297639872379769e-03,1.441230980918647e-03,-8.687214238589934e-05,-7.891086197995833e-05,-1.215889495972192e-04,9.999999857212073e-01,5.921002635213444e-04,4.760669024558821e-03,4.048652297436044e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043646954687119,0,1609043646954687119,-5.130090626205237e-03,6.912365717770955e-03,5.137117304162816e-04,-2.639274762312015e-04,-1.956239387414762e-05,-7.451008959670866e-05,9.999999622039125e-01,-1.043108849707519e-03,-3.650193404386650e-04,-4.983146268852737e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043647048444271,0,1609043647048444271,-4.185993945732618e-03,7.261787159620577e-03,5.778322662059936e-04,-1.542206862902374e-04,-5.968182258157324e-05,-2.919434674402384e-05,9.999999859008659e-01,4.916060725640595e-03,3.419205658357444e-03,-7.873217734393084e-04,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043647143132210,0,1609043647143132210,-4.502502693057490e-03,6.472805745670022e-03,1.592333578297719e-03,-8.024901199862767e-05,-6.800434461479955e-05,-1.250619510288519e-04,9.999999866474973e-01,2.310680537801774e-04,3.777594961296895e-04,6.587226154270231e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043647253382683,0,1609043647253382683,-4.224830135464546e-03,5.701440315238953e-03,8.641831127879751e-04,-2.329401439080260e-04,-1.924059021510030e-05,-4.693476159520755e-05,9.999999715828987e-01,1.780046475211493e-03,-2.938965005059188e-03,-1.356284735470568e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043647347892523,0,1609043647347892523,-3.263248458091809e-03,6.741166061022315e-03,1.199095183530230e-03,-1.620491917192426e-04,-5.838282202327008e-05,-1.066098591871276e-04,9.999999794829120e-01,6.389893702733808e-03,5.022435663178990e-03,1.291406169257241e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043647443364382,0,1609043647443364382,-3.453702762217386e-03,7.575214067932616e-03,1.871980643824529e-03,-9.754705285564119e-05,-5.846229712169540e-05,-1.306453472859407e-04,9.999999849992525e-01,2.609905920680250e-03,7.513215593611728e-03,4.880767268769282e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043647553976297,0,1609043647553976297,-4.215220034968957e-03,7.043813907318485e-03,8.348229273577451e-04,-2.218374374349581e-04,-1.247386241570539e-05,-4.578035153075717e-05,9.999999742683466e-01,-2.415739667481826e-03,1.116547660920311e-03,-3.783576069929354e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043647648555994,0,1609043647648555994,-4.698553361026650e-03,7.302292639598559e-03,9.432503265563732e-04,-1.821785050675344e-04,-4.890611480631163e-05,-1.264179690978931e-04,9.999999742188300e-01,-3.647261221909646e-03,4.132926702013851e-03,-7.782841168548315e-04,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043647743755102,0,1609043647743755102,-5.570820902311655e-03,9.411046905225455e-03,1.784268126260933e-03,-9.820724981639942e-05,-5.734396451009665e-05,-1.879274533534005e-04,9.999999758751289e-01,-5.790268462295176e-03,1.308580978487998e-02,5.077888022191901e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043647855095387,0,1609043647855095387,-5.816712084408148e-03,9.028437378714893e-03,7.120741497619625e-04,-2.472354542912097e-04,-1.161445768183431e-05,-5.502683862613953e-05,9.999999678558803e-01,-4.264798766962445e-03,5.185114714673431e-03,-4.280059028624133e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043647948445559,0,1609043647948445559,-5.558908230416529e-03,9.441281285465435e-03,9.649382070894307e-04,-1.838282577306965e-04,-4.281267399596339e-05,-1.101942191581269e-04,9.999999761157291e-01,-1.332704461426542e-03,7.710047342960094e-03,3.567214868130985e-04,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043648043715477,0,1609043648043715477,-4.880532448600421e-03,9.629670608368286e-03,1.681797164960000e-03,-1.036208926972262e-04,-5.885898345537765e-05,-1.672354361685613e-04,9.999999789153081e-01,2.843085365508151e-03,7.517325544874598e-03,4.851063839602083e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043648154631615,0,1609043648154631615,-4.487877046503635e-03,8.320478762353492e-03,7.058404706390905e-04,-2.688528040622015e-04,-2.573223504001863e-05,-5.123830744619108e-05,9.999999622153166e-01,3.002099767758630e-03,-1.482451345948215e-03,-3.317189285124300e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043648248431444,0,1609043648248431444,-4.811672650604597e-03,8.219783138511665e-03,8.971433024551613e-04,-1.756278273104936e-04,-3.140686947242519e-05,-1.214703476588745e-04,9.999999767067036e-01,2.883140730684107e-04,-5.500658567218748e-04,-5.047618163179228e-04,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043648343134880,0,1609043648343134880,-4.910909554988129e-03,8.407389928799709e-03,1.895817475876558e-03,-9.015712469332435e-05,-4.685105357999786e-05,-1.825580416245236e-04,9.999999781746057e-01,-1.640326944555056e-04,1.774867310128445e-03,6.683733022103664e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043648454990864,0,1609043648454990864,-4.755145948291873e-03,7.681396880378923e-03,9.887451786807315e-04,-2.393160228443684e-04,-8.613191832216528e-06,5.048070893598238e-06,9.999999713140739e-01,1.272107776504194e-03,-3.620440598116667e-03,-3.083777358536588e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043648548420668,0,1609043648548420668,-5.222048669724950e-03,6.765575777284627e-03,1.055632784550384e-03,-1.583452175934328e-04,-5.319331677421166e-05,-5.557036912012915e-05,9.999999845045870e-01,-2.093478749040910e-03,-3.489246427044609e-03,-8.421865574622447e-04,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043648643708467,0,1609043648643708467,-4.433427679870695e-03,6.973373406740205e-03,1.692841535430146e-03,-7.378598782382080e-05,-5.782468954590498e-05,-1.196280179556049e-04,9.999999884505236e-01,3.310083304691016e-03,9.178247272445070e-04,4.008036056666423e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043648754669428,0,1609043648754669428,-4.152386593569395e-03,7.654247809316627e-03,7.955420107715018e-04,-2.208749207157503e-04,-1.167032500018568e-05,-7.577342086571936e-05,9.999999726682184e-01,3.243292320966494e-03,2.832891922116355e-03,-4.161441869838517e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043648848397732,0,1609043648848397732,-5.060751369646802e-03,8.457616656654687e-03,1.029587235497101e-03,-1.635905495757676e-04,-3.853105847929006e-05,-1.024906120070368e-04,9.999999806245700e-01,-2.805390072661813e-03,6.451544954117872e-03,-9.237463897831741e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043648941838026,0,1609043648941838026,-4.952359377919871e-03,8.898444679642341e-03,1.932847447187681e-03,-7.469992753618352e-05,-5.926381616003768e-05,-1.032889630566497e-04,9.999999901195438e-01,-1.034480038008368e-03,8.815347233092552e-03,5.963129818224264e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043649053751230,0,1609043649053751230,-4.790984223934751e-03,9.173196442124309e-03,1.245221718941188e-03,-2.252846845668369e-04,-8.840545349960399e-06,-7.548075500614493e-05,9.999999717356436e-01,4.331305894711459e-04,5.369865138184120e-03,-1.691544034391258e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043649148294210,0,1609043649148294210,-5.079568947069878e-03,8.369237467852250e-03,1.340582233957241e-03,-1.549243293103662e-04,-3.477017888010683e-05,-7.603798797355211e-05,9.999999845038435e-01,-1.673173505002118e-03,1.740090148814132e-03,-7.409521881684630e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043649243757010,0,1609043649243757010,-5.360139916468746e-03,8.432371615472336e-03,1.904515313691545e-03,-9.410787701570429e-05,-5.254480933461553e-05,-1.033246316710331e-04,9.999999888533732e-01,-2.493222214753624e-03,3.416876167193307e-03,3.991542632248740e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043649354523182,0,1609043649354523182,-5.826581849331103e-03,8.576761901584426e-03,1.070964859718405e-03,-2.612023262166092e-04,-4.369978521466702e-06,-2.698023694291208e-05,9.999999655131441e-01,-3.133069839572491e-03,1.768207592895892e-03,-3.370476488970155e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043649446695089,0,1609043649446695089,-5.317301167433240e-03,8.287863698198866e-03,1.084524772308952e-03,-1.808876426166479e-04,-4.179993698444013e-05,-7.657555666256484e-05,9.999999798342918e-01,5.758539085461583e-04,2.067457678415485e-03,-5.945570464905283e-04,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043649543727875,0,1609043649543727875,-4.948965760054104e-03,9.639010290126307e-03,1.936074417749897e-03,-9.086509149469237e-05,-5.772045590492414e-05,-1.783246529164213e-04,9.999999783060876e-01,2.478679639984622e-03,9.301797022039288e-03,4.757068603489209e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043649654132366,0,1609043649654132366,-5.711364034203179e-03,1.005366660031243e-02,1.040019211929852e-03,-2.403725645964335e-04,-1.139472478230644e-05,-4.511085643712422e-05,9.999999700280864e-01,-2.451261920191170e-03,6.548137434114325e-03,-2.944713125346192e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043649748003006,0,1609043649748003006,-6.290502670543780e-03,1.017665560328588e-02,1.390570463770621e-03,-1.750969928460675e-04,-4.742410522553531e-05,-1.140204835499392e-04,9.999999770456496e-01,-4.769246361134899e-03,5.836460218814025e-03,1.471293780794011e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043649842552423,0,1609043649842552423,-5.879650704551841e-03,1.030197075234659e-02,1.972818012538409e-03,-9.756667415268918e-05,-6.490082770931495e-05,-1.337095483499156e-04,9.999999841951782e-01,-7.405421450300846e-04,6.258162010486279e-03,4.702503480380947e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043649953543901,0,1609043649953543901,-6.208211657344795e-03,1.079401912621872e-02,1.300297033436311e-03,-2.275195377785270e-04,-1.471066262300603e-05,-9.458883161078338e-05,9.999999695356903e-01,-1.230751308205999e-03,5.086313954578785e-03,-2.496362343279517e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043650046681404,0,1609043650046681404,-5.673595108466223e-03,1.069382571799007e-02,1.376117041204827e-03,-1.565567807481523e-04,-4.246632309857293e-05,-1.065034267925331e-04,9.999999811717879e-01,1.686584109583354e-03,6.186169404721421e-03,5.899477949998684e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043650142733097,0,1609043650142733097,-5.266735918928169e-03,1.054210809183398e-02,1.850144754169002e-03,-9.574034624763935e-05,-6.037685985639176e-05,-1.506982771513930e-04,9.999999822392094e-01,2.857766362864197e-03,5.341530710896932e-03,3.661873054838027e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043650254486084,0,1609043650254486084,-6.879553423344316e-03,1.037369193751461e-02,9.064294591201573e-04,-2.562177735727713e-04,-6.086921409418678e-06,-3.874521919331953e-05,9.999999664070888e-01,-6.399432587257000e-03,6.015533109704871e-04,-4.384228279624062e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043650347349167,0,1609043650347349167,-6.463615212382841e-03,1.071972224983599e-02,1.033230019338569e-03,-1.839546517782584e-04,-3.462628184846415e-05,-9.916625642568382e-05,9.999999775638642e-01,-1.717895336879085e-03,4.374459824521414e-03,-9.618381756615708e-04,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043650442631006,0,1609043650442631006,-6.488258079812005e-03,9.705822178843387e-03,1.709379106703657e-03,-1.018175650565453e-04,-5.160252131218459e-05,-7.736985161264271e-05,9.999999904921180e-01,-1.448382980647082e-03,1.384391142158874e-04,4.051411664380636e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043650553905487,0,1609043650553905487,-6.811356120168957e-03,1.009701382804649e-02,9.199094188706876e-04,-2.286732189875042e-04,-2.172765842965781e-05,-3.784819089650938e-05,9.999999729019743e-01,-1.648439355006159e-03,4.891157075513929e-04,-3.329304273887969e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043650647380829,0,1609043650647380829,-6.796307517117813e-03,8.781178380349086e-03,1.120989571735217e-03,-1.588845588318480e-04,-5.376283093458905e-05,-4.951185654828881e-05,9.999999847068984e-01,-1.204820164776111e-03,-2.627260715240989e-03,-9.352875419214347e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043650742579460,0,1609043650742579460,-5.567471797221892e-03,7.465283058426338e-03,1.894769957318507e-03,-8.006344065544865e-05,-5.637375006910351e-05,-1.177368670909212e-04,9.999999882749209e-01,4.547411376022595e-03,-4.054398523595744e-03,4.372175979570419e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043650854143858,0,1609043650854143858,-5.896185920494704e-03,6.549720084330443e-03,1.075260942291032e-03,-2.440014988852047e-04,-1.507007146116103e-06,-2.570228067536442e-05,9.999999699001769e-01,6.026387480923736e-04,-7.446499206296090e-03,-3.861663973677895e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043650948072195,0,1609043650948072195,-5.773619612186542e-03,7.158887974623824e-03,1.054048527097556e-03,-1.528031901841496e-04,-4.116729953775406e-05,-5.627869754188594e-05,9.999999858945549e-01,1.883512968999750e-03,-1.240949924188829e-03,-1.538168239290645e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043651042371273,0,1609043651042371273,-5.763276732296544e-03,8.069214051596047e-03,1.909038345247833e-03,-6.763316075542562e-05,-6.071106075536079e-05,-1.081738667885827e-04,9.999999900191496e-01,9.452294394328863e-04,4.923956937938557e-03,5.160307813234467e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043651153661489,0,1609043651153661489,-6.246380515955855e-03,8.638251361301214e-03,6.810778467345604e-04,-2.446543889704093e-04,-7.381756244247834e-06,-3.852819134391064e-05,9.999999693026391e-01,-1.213294604252880e-03,4.149898643748182e-03,-5.994571355330710e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043651248446465,0,1609043651248446465,-5.837204678172552e-03,9.650473728404673e-03,8.809245373477007e-04,-1.725457890764390e-04,-5.666947189330506e-05,-1.025014797607854e-04,9.999999782549642e-01,1.870814139569176e-03,9.362094634015425e-03,-2.745646390034827e-04,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043651343410492,0,1609043651343410492,-5.285169925263766e-03,1.009030324571273e-02,1.842515020919195e-03,-9.761709504782601e-05,-5.343818935362174e-05,-1.428970960176244e-04,9.999999835978212e-01,3.446765279090395e-03,1.028480200536570e-02,6.502200262172258e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043651454549074,0,1609043651454549074,-6.295959484599515e-03,1.171492951313488e-02,1.293608891843241e-03,-2.307154648089596e-04,3.309585865707248e-08,-7.943512916273175e-05,9.999999702301957e-01,-3.124182443104315e-03,1.106726959006751e-02,-3.189295980855636e-04,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043651548062801,0,1609043651548062801,-6.121549286613617e-03,1.003690108943146e-02,1.351006227394868e-03,-1.683221715014070e-04,-2.315244836443654e-05,-9.010608577560897e-05,9.999999815062307e-01,-2.233583919813876e-03,2.486846914254943e-03,4.372427898143943e-04,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043651643175840,0,1609043651643175840,-6.849729527539553e-03,1.089022722237992e-02,2.157018032706277e-03,-9.362786472297721e-05,-3.940892977649421e-05,-1.237744316307858e-04,9.999999871803026e-01,-4.359472867446432e-03,6.272073540167031e-03,4.985228018208079e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043651753995419,0,1609043651753995419,-7.467841856331240e-03,1.077521227902921e-02,8.720024793994218e-04,-2.489206790015580e-04,-1.259384016824197e-05,-6.811239477224659e-05,9.999999666202737e-01,-4.938245419501625e-03,1.566762275923856e-03,-6.132417514263551e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
